Store_Code,Date,Product_Code,Sales_Qty
W454,09/02/19,18AUW11145-110668-8,1
W454,09/02/19,18AUW11145-110668-8,1
W178,10/02/19,18AUW11145-110668-8,1
W243,10/02/19,18AUW11145-110668-8,1
W421,09/02/19,18AUW11158-110526-10,1
W425,08/02/19,18AUW11158-110526-12,1
W425,08/02/19,18AUW11158-110526-18,1
W425,08/02/19,18AUW11158-110526-8,1
W178,10/02/19,18AUW11158-110526-8,1
W445,10/02/19,18AUW11196-110691-16,1
W425,08/02/19,18AUW11197-110693-12,1
W460,08/02/19,18AUW11197-110693-12,1
W178,08/02/19,18AUW11197-110693-14,1
W421,09/02/19,18auw11197-110693-16,1
W178,08/02/19,18AUW11200-310124-6,1
W460,09/02/19,18AUW11202-310121-12,1
W243,09/02/19,18AUW11203-310120-12,1
W421,09/02/19,18AUW11203-310120-16,1
W358,08/02/19,18AUW11204-310120-16,1
W334,10/02/19,18AUW11231-110539-12,1
W445,09/02/19,18AUW11269-210410-10,1
W243,10/02/19,18AUW11325-110550-18,1
W471,08/02/19,18auw11391-110611-8,1
W445,08/02/19,18AUW11394-110630-10,1
W473,10/02/19,18AUW11405-110644-18,1
W358,10/02/19,18AUW11449-110434-8,1
W425,08/02/19,18AUW11527-110553-10,1
W460,10/02/19,18AUW11527-110554-10,1
W334,09/02/19,18AUW11527-110554-18,1
W473,09/02/19,18AUW11532-111355-12,1
W460,10/02/19,18AUW11542-210189-12,1
W471,10/02/19,18AUW11542-210491-8,1
W334,09/02/19,18auw11542-211057-6,-1
W334,09/02/19,18auw11542-211057-6,-1
W334,10/02/19,18auw11542-211057-6,-1
W334,10/02/19,18auw11542-211058-10,1
W334,09/02/19,18auw11542-211058-8,1
W334,09/02/19,18auw11542-211058-8,1
W454,09/02/19,18AUW11981-210765-16,1
W334,08/02/19,18AUW11981-210765-8,1
W445,09/02/19,18AUW11981-210787-10,1
W445,09/02/19,18AUW11981-210787-12,1
W421,09/02/19,18AUW11981-210787-16,1
W421,08/02/19,18AUW11981-210787-8,1
W358,09/02/19,18AUW11982-210735-10,-1
W425,09/02/19,18AUW11982-210735-10,1
W460,09/02/19,18AUW11982-210735-10,1
W178,10/02/19,18AUW11982-210735-10,1
W460,10/02/19,18AUW11982-210735-12,1
W358,08/02/19,18AUW11982-210795-12,1
W460,10/02/19,18AUW11983-210766-10,1
W334,09/02/19,18AUW11983-210766-12,1
W358,09/02/19,18AUW11983-210766-12,1
W454,09/02/19,18AUW11983-210766-12,1
W425,10/02/19,18AUW11983-210766-16,1
W454,09/02/19,18AUW11983-210767-12,1
W334,10/02/19,18AUW11983-210767-14,1
W178,10/02/19,18AUW11983-210767-18,1
W334,08/02/19,18AUW11984-210732-16,-1
W471,10/02/19,18AUW12199-111756-16,1
W471,10/02/19,18AUW12199-111759-14,-1
W473,10/02/19,18AUW12199-111759-6,1
W243,09/02/19,18AUW30078-110212-14,1
W243,08/02/19,18AUW30079-110202-8,1
W473,09/02/19,18AUW30081-51391-6,1
W243,08/02/19,18AUW30083-110199-10,1
W178,10/02/19,18AUW30098-210540-8,1
W243,10/02/19,18AUW30100-110467-12,1
W243,09/02/19,18AUW30105-210110-6,1
W243,09/02/19,18AUW30106-211101-6,1
W358,09/02/19,18AUW30147-210795-10,1
W445,09/02/19,18AUW30147-210795-12,1
W243,10/02/19,18AUW30147-210795-12,1
W243,09/02/19,18AUW30147-210795-14,1
W460,08/02/19,18AUW50002-111375-WL,1
W460,08/02/19,18AUW50021-110370-WM,1
W421,08/02/19,18AUW50070-210685-WL,1
W460,10/02/19,18AUW60004-111357-6,1
W243,09/02/19,18AUW60043-111377-10,1
W243,10/02/19,18AUW60043-111377-10,1
W243,08/02/19,18AUW60043-111377-6,1
W460,09/02/19,18AUW60043-111377-8,1
W460,10/02/19,18AUW60081-210385-WM,1
W334,10/02/19,18AUW60105-210920-WS,1
W425,09/02/19,18AUW60105-210924-WL,1
W425,10/02/19,18AUW60151-69035-18,1
W460,08/02/19,18AUW60152-210479-WS,1
W460,08/02/19,18AUW60270-211028-WL,1
W460,10/02/19,18AUW60270-211028-WM,1
W243,09/02/19,18AUW60270-211028-WS,1
W243,09/02/19,18AUW60372-210871-WM,1
W460,08/02/19,18AUW60373-111268-8,1
W445,09/02/19,18AUW60373-111269-10,1
W460,10/02/19,18AUW60373-111269-10,1
W445,09/02/19,18AUW60373-111269-12,1
W460,10/02/19,18AUW60373-111270-10,1
W425,09/02/19,18AUW60373-111270-8,1
W460,09/02/19,18AUW60373-111270-8,1
W425,10/02/19,18AUW60872-210622-10,1
W460,08/02/19,18AUW60890-11617-WL,1
W358,08/02/19,18AUW61046-11617-8,1
W425,10/02/19,18AUW80011-210002-WFS,1
W473,10/02/19,18AUW80017-210667-WFS,1
W454,08/02/19,18AUW80027-210890-WFS,1
W243,08/02/19,18AUW80068-211012-WFS,1
W243,09/02/19,18AUW80068-211012-WFS,1
W454,09/02/19,18AUW80068-211012-WFS,1
W454,09/02/19,18AUW80068-211012-WFS,1
W454,09/02/19,18AUW80068-211012-WFS,-1
W178,10/02/19,18AUW80075-211018-WFS,1
W425,09/02/19,18AUW80130-110998-WFS,1
W460,09/02/19,18AUW80130-110998-WFS,1
W460,10/02/19,18AUW80130-110998-WFS,1
W460,08/02/19,18AUW80130-111063-WFS,1
W243,09/02/19,18AUW80130-111064-WFS,1
W421,09/02/19,18AUW80130-111064-WFS,1
W454,09/02/19,18AUW80130-111064-WFS,1
W425,10/02/19,18AUW80130-111064-WFS,1
W358,09/02/19,18AUW80131-111060-WFS,1
W454,09/02/19,18AUW80131-111060-WFS,1
W425,10/02/19,18AUW80131-111060-WFS,1
W460,10/02/19,18AUW80131-111060-WFS,1
W178,10/02/19,18AUW90132-40122-WFS,1
W460,09/02/19,18AUW90133-40123-WFS,1
W358,10/02/19,18AUW90133-40123-WFS,1
W471,10/02/19,18AUW90133-40123-WFS,1
W460,08/02/19,18AUW90133-40124-WFS,1
W358,09/02/19,18AUW90135-40126-WFS,1
W460,10/02/19,18AUW90136-40127-WFS,1
W460,08/02/19,18AUW90140-40131-WFS,1
W460,08/02/19,18AUW90141-40132-WFS,1
W460,10/02/19,18AUW90142-40133-WFS,1
W178,09/02/19,"18AUW94002-45001-2.6 "" dia",1
W425,09/02/19,18AUWS11142-210683-10,1
W460,10/02/19,18AUWS11142-210683-12,1
W421,10/02/19,18AUWS11234-65028-8,1
W243,10/02/19,18AUWS30000-111368-12,1
W243,09/02/19,18AUWS30000-111368-16,1
W425,10/02/19,18AUWS30003-110088-6,1
W421,08/02/19,18FE094-47554-WL,1
W473,08/02/19,18FE17500-72555-12,1
W471,10/02/19,18FE17583-51356-18,1
W243,10/02/19,18FE55410-51356-WM,1
W178,10/02/19,18FE55413-51347-WL,1
W471,10/02/19,18FE60381-12321-WL,1
W454,08/02/19,18FE60383-51004-WS,1
W358,09/02/19,18FE60854-11617-WM,1
W334,08/02/19,18FE60879-51321-6,1
W445,09/02/19,18FE60951-72514-8,1
W421,08/02/19,18FE81072-69279-WFS,1
W358,08/02/19,18FES094-47516-WM,1
W243,09/02/19,18FES11466-50054-12,1
W178,09/02/19,18FES11471-50067-16,1
W454,09/02/19,18FES11482-50085-8,1
W445,10/02/19,18FES11516-72617-8,1
W473,10/02/19,18FES11517-12019-14,1
W178,08/02/19,18FES11550-66188-14,1
W178,09/02/19,18FES11554-50691-16,1
W178,08/02/19,18FES11555-50692-8,1
W178,09/02/19,18FES11562-50690-14,1
W445,08/02/19,18FES11562-50690-6,1
W178,10/02/19,18FES11635-12094-8,1
W425,10/02/19,18FES60206-65571-WL,1
W445,10/02/19,18FEW90026-40006-WFS,1
W178,08/02/19,18FEW90043-40028-WFS,1
W471,10/02/19,18FEW90078-40068-WFS,1
W178,10/02/19,18FEW90107-40093-WFS,1
W460,09/02/19,18NO60421-210452-WL,1
W425,10/02/19,18NO60421-210452-WL,1
W460,09/02/19,18NOS10148-110111-12,1
W460,09/02/19,18NOS10148-110111-8,1
W460,10/02/19,18NOS10151-210608-12,1
W243,09/02/19,18NOS10153-110501-12,1
W243,09/02/19,18NOS10153-110501-6,1
W460,09/02/19,18NOS10158-210675-12,1
W460,10/02/19,18NOS60131-310371-6,1
W460,10/02/19,18NOS60131-310371-8,2
W243,09/02/19,18NOS60260-210608-WM,1
W460,09/02/19,18NOS60260-211066-WM,1
W243,09/02/19,18NOS60261-210703-WS,1
W460,10/02/19,18NOS80090-210897-WFS,1
W460,08/02/19,18NOS80090-210898-WFS,1
W425,10/02/19,18NOS80091-210900-WFS,1
W460,09/02/19,18NOW11551-310570-12,1
W243,09/02/19,18NOW11553-310333-16,1
W460,09/02/19,18NOW11553-310333-18,1
W425,09/02/19,18now11559-210511-8,1
W425,08/02/19,18NOW11560-210447-6,1
W460,09/02/19,18NOW11562-210445-16,1
W425,10/02/19,18NOW11562-210445-16,1
W425,08/02/19,18NOW11562-210445-6,1
W425,09/02/19,18NOW11562-210445-6,-1
W243,08/02/19,18NOW11563-300237-10,1
W243,08/02/19,18NOW11563-66130-10,1
W178,10/02/19,18NOW11565-310310-6,1
W421,08/02/19,18NOW11569-P110678-12,1
W243,08/02/19,18NOW11570-210453-10,1
W425,10/02/19,18NOW11570-210453-12,1
W425,09/02/19,18NOW11570-210453-14,1
W425,10/02/19,18NOW11573-310312-12,1
W460,10/02/19,18NOW11577-210513-8,1
W425,10/02/19,18NOW11578-310307-12,1
W425,10/02/19,18NOW11586-210452-14,1
W243,08/02/19,18NOW11586-210452-16,1
W425,08/02/19,18NOW11587-210515-10,1
W243,09/02/19,18NOW11587-210515-10,1
W243,09/02/19,18NOW11587-210515-10,1
W243,09/02/19,18NOW11587-210515-14,1
W425,10/02/19,18NOW11587-210515-14,1
W425,08/02/19,18NOW11587-210515-8,1
W460,10/02/19,18NOW11587-210515-8,1
W425,10/02/19,18NOW11587-210522-12,1
W460,09/02/19,18NOW11587-210522-14,1
W243,10/02/19,18NOW11588-210516-10,1
W425,10/02/19,18NOW11588-210516-14,1
W243,08/02/19,18NOW11588-210516-8,1
W243,08/02/19,18NOW11589-310374-16,1
W243,09/02/19,18NOW11589-310374-16,1
W243,08/02/19,18NOW11589-310374-8,1
W243,08/02/19,18NOW11590-210447-10,1
W243,10/02/19,18NOW11590-210447-12,1
W243,09/02/19,18NOW11590-210447-14,1
W243,09/02/19,18NOW11590-210447-14,1
W460,09/02/19,18NOW11590-210447-14,1
W425,09/02/19,18NOW11590-210447-8,1
W425,09/02/19,18NOW11591-210448-16,1
W460,10/02/19,18NOW11593-310374-16,1
W243,08/02/19,18NOW11593-310374-8,1
W460,09/02/19,18NOW11594-210524-10,1
W243,10/02/19,18NOW11594-210524-10,1
W425,09/02/19,18NOW40002-310599-WS,1
W460,08/02/19,18NOW40003-111392-WL,1
W460,08/02/19,18NOW40006-310600-WM,1
W460,10/02/19,18NOW40007-310607-WS,1
W460,10/02/19,18NOW40007-310608-WS,1
W460,09/02/19,18NOW80116-111385-WFS,1
W425,08/02/19,18NOW80116-111386-WFS,1
W460,09/02/19,18NOW80117-310580-WFS,1
W460,08/02/19,18NOW80121-111387-WFS,1
W178,09/02/19,18SKW11463-01466-12,1
W178,09/02/19,18SKW11998-58728-12,1
W460,10/02/19,18SKW12000-12333-8,1
W454,08/02/19,18SKW12005-50354-12,1
W460,10/02/19,18SKW12005-50354-12,1
W460,08/02/19,18SKW12005-50354-8,1
W460,10/02/19,18SKW12015-C1092-10,1
W460,08/02/19,18SKW12015-C1092-14,1
W178,10/02/19,18SKW12023-50389-10,1
W178,08/02/19,18SKW12023-50389-14,1
W178,09/02/19,18SKW12023-50389-14,-1
W460,09/02/19,18SKW12081-50553-14,1
W460,09/02/19,18SKW12083-50414-16,1
W421,09/02/19,19CR1094-45412-WM,1
W421,09/02/19,19CR1094-45413-WL,1
W473,10/02/19,19CR1094-46971-WL,1
W178,09/02/19,19CR1094-46971-WM,1
W334,08/02/19,19CR1094-46971-WS,1
W454,09/02/19,19CR1094-46971-WS,1
W425,10/02/19,19CR1094-46971-WS,1
W471,10/02/19,19CR1094-46971-WS,1
W473,08/02/19,19CR1094-47527-WL,1
W178,09/02/19,19CR1094-47527-WL,1
W473,10/02/19,19CR1094-47527-WL,1
W178,08/02/19,19CR1094-47527-WM,1
W421,09/02/19,19CR1094-47527-WM,1
W473,10/02/19,19CR1094-47527-WM,1
W178,08/02/19,19CR1094-47527-WS,1
W358,09/02/19,19CR1094-47527-WS,1
W460,10/02/19,19CR160105-47447-WL,1
W473,10/02/19,19CR160105-47447-WM,1
W454,09/02/19,19CR160105-47447-WS,1
W460,10/02/19,19CR160105-47447-WS,1
W460,08/02/19,19CR160105-47453-WL,1
W334,10/02/19,19CR160105-47453-WL,1
W460,10/02/19,19CR160105-47453-WL,1
W454,10/02/19,19CR160105-47453-WM,1
W334,08/02/19,19CR160105-47453-WS,1
W358,08/02/19,19CR160105-47453-WS,1
W473,08/02/19,19CR181110-69295-WFS,1
W178,09/02/19,19CR181110-69295-WFS,1
W421,09/02/19,19CR181110-69295-WFS,1
W473,10/02/19,19CR181110-69295-WFS,1
W460,08/02/19,19CR260151-211345-10,1
W460,09/02/19,19CR260151-211345-10,1
W358,09/02/19,19CR260151-211345-12,1
W358,09/02/19,19CR260151-211345-12,1
W473,10/02/19,19CR260151-211345-12,1
W460,09/02/19,19CR260151-211345-14,1
W460,08/02/19,19CR260151-211345-8,1
W334,09/02/19,19CR260151-211345-8,1
W460,09/02/19,19CR260151-211345-8,1
W460,09/02/19,19CR260151-211345-8,1
W460,08/02/19,19CR260151-68939-10,1
W460,08/02/19,19CR260151-68939-14,1
W358,09/02/19,19CR260151-68939-16,1
W460,09/02/19,19CR260151-68939-16,1
W425,10/02/19,19CR260151-68939-8,1
W460,09/02/19,19CR260151-68944-16,1
W460,08/02/19,19CR260151-68947-10,1
W460,09/02/19,19CR260151-68947-14,1
W178,10/02/19,19CR260151-68947-14,1
W178,10/02/19,19CR260151-68947-16,1
W460,08/02/19,19CR260151-68948-10,1
W445,09/02/19,19CR260151-68948-12,1
W473,10/02/19,19CR260151-68948-12,1
W243,10/02/19,19CR260151-68948-8,1
W334,10/02/19,19CR260151-68948-8,1
W178,08/02/19,19CRS80550-65050-WFS,1
W334,08/02/19,19CRS80550-65050-WFS,1
W178,10/02/19,19CRS80550-65050-WFS,1
W421,10/02/19,19CRS80550-65050-WFS,1
W473,10/02/19,19CRS80550-65050-WFS,1
W460,08/02/19,19FEW11064-110211-10,1
W460,08/02/19,19FEW11064-110211-14,1
W460,09/02/19,19FEW11064-110211-18,1
W421,09/02/19,19FEW11064-110211-8,1
W358,10/02/19,19FEW11075-110228-10,1
W334,10/02/19,19FEW11075-110228-14,1
W425,08/02/19,19FEW11075-110228-16,1
W460,10/02/19,19FEW11075-110228-6,-1
W421,08/02/19,19FEW11075-110228-8,1
W460,10/02/19,19FEW11077-110234-10,-1
W358,09/02/19,19FEW11078-110201-12,1
W334,08/02/19,19FEW11078-110201-16,1
W421,10/02/19,19FEW11083-110187-10,1
W473,09/02/19,19FEW11083-110187-12,1
W421,08/02/19,19FEW11083-110187-14,1
W178,10/02/19,19FEW11083-110187-16,1
W473,10/02/19,19FEW11083-110187-18,1
W421,08/02/19,19FEW11083-110187-8,1
W421,08/02/19,19FEW11087-110221-10,1
W425,10/02/19,19FEW11087-110221-12,1
W425,08/02/19,19FEW11087-110221-16,1
W178,10/02/19,19FEW11087-110221-16,1
W454,10/02/19,19FEW11087-110221-16,1
W421,09/02/19,19FEW11087-110221-8,1
W460,10/02/19,19FEW11499-110200-16,-1
W178,08/02/19,19FEW11542-211235-12,1
W460,10/02/19,19FEW11542-211235-8,-1
W178,10/02/19,19FEW11542-211275-14,1
W460,09/02/19,19FEW11542-211276-16,1
W358,09/02/19,19FEW11542-211277-10,1
W471,10/02/19,19FEW11542-211277-8,1
W178,08/02/19,19FEW11542-211278-12,1
W178,08/02/19,19FEW11542-211279-10,1
W471,10/02/19,19FEW11542-211279-10,1
W471,10/02/19,19FEW11542-211279-18,1
W178,08/02/19,19FEW11542-211282-12,1
W178,08/02/19,19FEW11542-211282-8,1
W425,10/02/19,19FEW11542-211282-8,1
W421,09/02/19,19FEW11542-211283-10,1
W178,08/02/19,19FEW11542-211284-12,1
W460,08/02/19,19FEW11542-211284-8,1
W421,10/02/19,19FEW11542-211520-8,1
W421,09/02/19,19FEW11542-211521-12,1
W460,08/02/19,19FEW11542-211521-14,1
W178,10/02/19,19FEW11542-211521-18,1
W460,09/02/19,19FEW11542-211521-6,1
W421,08/02/19,19FEW11542-211527-16,1
W460,08/02/19,19FEW11542-211527-8,1
W460,08/02/19,19FEW11542-211531-14,1
W421,08/02/19,19FEW11542-211536-10,1
W178,09/02/19,19FEW11542-211536-10,1
W358,09/02/19,19FEW11542-211536-10,1
W334,09/02/19,19FEW11542-211536-12,1
W358,09/02/19,19FEW11542-211536-12,1
W421,09/02/19,19FEW11542-211536-12,1
W460,09/02/19,19FEW11542-211536-12,1
W460,09/02/19,19FEW11542-211536-12,1
W421,10/02/19,19FEW11542-211536-12,1
W454,08/02/19,19FEW11542-211536-14,1
W421,09/02/19,19FEW11542-211536-16,1
W460,09/02/19,19FEW11542-211536-16,1
W178,10/02/19,19FEW11542-211536-18,1
W471,10/02/19,19FEW11542-211536-18,1
W454,09/02/19,19FEW11542-211536-8,1
W178,09/02/19,19FEW11542-211538-12,1
W358,09/02/19,19FEW11542-211538-12,1
W421,10/02/19,19FEW11542-211540-6,1
W460,08/02/19,19FEW11542-211540-8,1
W178,10/02/19,19FEW11542-211543-10,1
W460,10/02/19,19FEW11542-211543-10,1
W178,10/02/19,19FEW11542-211547-6,1
W421,08/02/19,19FEW11542-211549-10,-1
W334,09/02/19,19FEW11542-211549-10,1
W454,10/02/19,19FEW11542-211549-10,1
W334,09/02/19,19FEW11542-211549-12,1
W473,10/02/19,19FEW11542-211549-12,1
W178,10/02/19,19FEW11542-211549-8,1
W358,09/02/19,19FEW11542-211555-10,1
W421,09/02/19,19FEW11542-211555-12,1
W421,09/02/19,19FEW11542-211555-16,1
W178,10/02/19,19FEW11542-211555-6,1
W178,10/02/19,19FEW11542-211555-8,1
W178,10/02/19,19FEW11542-211556-16,1
W460,08/02/19,19FEW11542-211561-8,1
W454,10/02/19,19FEW11542-211563-12,1
W358,08/02/19,19FEW11542-211564-10,1
W421,08/02/19,19FEW11542-211564-10,1
W421,09/02/19,19FEW11542-211564-16,1
W454,08/02/19,19FEW11630-110802-12,1
W454,08/02/19,19FEW11630-110802-16,1
W460,09/02/19,19FEW11631-310421-10,1
W358,08/02/19,19FEW11631-310421-12,1
W460,09/02/19,19FEW11631-310421-12,1
W454,09/02/19,19FEW11631-310421-16,1
W178,10/02/19,19FEW11631-310421-16,1
W178,10/02/19,19FEW11631-310421-6,1
W460,08/02/19,19FEW11631-310421-8,1
W460,09/02/19,19FEW11631-310421-8,1
W243,10/02/19,19FEW11632-111450-10,1
W454,10/02/19,19FEW11632-111450-12,1
W454,10/02/19,19FEW11632-111450-16,1
W445,08/02/19,19FEW11636-110816-10,1
W178,09/02/19,19FEW11636-110816-12,1
W445,10/02/19,19FEW11636-110816-12,1
W178,09/02/19,19FEW11636-110816-14,1
W178,09/02/19,19FEW11636-110816-14,-1
W334,10/02/19,19FEW11636-110816-14,1
W445,09/02/19,19FEW11636-110816-18,1
W421,09/02/19,19FEW11641-110814-10,1
W358,08/02/19,19FEW11641-110814-16,1
W454,08/02/19,19FEW11641-110814-16,1
W421,10/02/19,19FEW11656-210723-8,1
W460,09/02/19,19FEW11660B-310430-14,1
W178,08/02/19,19FEW11666B-110848-10,1
W421,08/02/19,19FEW11666B-110848-10,1
W445,08/02/19,19FEW11666B-110848-10,1
W358,09/02/19,19FEW11666B-110848-10,1
W454,08/02/19,19FEW11666B-110848-12,1
W473,08/02/19,19FEW11666B-110848-12,1
