Product_Code,WH_Qty,Date,WH
19FEW11542-211563-18,6,18/02/19,WD1
19FEW11636-110816-18,5,18/02/19,WD1
19FEW11674-111530-6,10,18/02/19,WD1
19FEW11682-110865-14,2,18/02/19,WD1
19FEW11684-110847-12,3,18/02/19,WD1
19FEW11922-111283-14,9,18/02/19,WD1
19FEW11970-111254-18,5,18/02/19,WD1
19FEW11975-211643-12,1,18/02/19,WD1
19FEW12143-211284-10,4,18/02/19,WD1
19FEW60234-110806-18,9,18/02/19,WD1
19FEW60234-211314-8,7,18/02/19,WD1
19FEW60422-111496-6,4,18/02/19,WD1
19FEW11499-110200-18,9,18/02/19,WD1
19FEW11542-211547-6,1,18/02/19,WD1
19FEW11642-310491-16,3,18/02/19,WD1
19FEW11648-110809-8,5,18/02/19,WD1
19FEW11651-211384-6,10,18/02/19,WD1
19FEW11680-111455-6,1,18/02/19,WD1
19FEW11776-110787-6,2,18/02/19,WD1
19FEW11908-111328-14,0,18/02/19,WD1
19FEW11910-111280-16,0,18/02/19,WD1
19FEW11922-111283-16,6,18/02/19,WD1
19FEW12041-111614-16,5,18/02/19,WD1
19FEW12062-111525-6,1,18/02/19,WD1
19FEW12156-111502-8,8,18/02/19,WD1
19FEW60234-111562-8,9,18/02/19,WD1
19FEW60234-211627-6,4,18/02/19,WD1
19FEW11542-211539-16,10,18/02/19,WD1
19FEW11639-310427-6,4,18/02/19,WD1
19FEW11794-111410-16,4,18/02/19,WD1
19FEW11966-211459-14,1,18/02/19,WD1
19FEW12108-111577-6,1,18/02/19,WD1
19FEW12113-111579-16,8,18/02/19,WD1
19FEW12113-111579-6,2,18/02/19,WD1
19FEW12143-211283-14,10,18/02/19,WD1
19FEW12157-111252-14,5,18/02/19,WD1
19FEW12160-111486-6,9,18/02/19,WD1
19FEW60234-211283-18,6,18/02/19,WD1
19FEW60234-211529-6,4,18/02/19,WD1
19FEW60372-211191-6,5,18/02/19,WD1
19FEW11077-110234-18,2,18/02/19,WD1
19FEW11493-110236-14,4,18/02/19,WD1
19FEW11542-211549-6,7,18/02/19,WD1
19FEW11684-110847-8,4,18/02/19,WD1
19FEW11709-110938-6,3,18/02/19,WD1
19FEW11792-111409-14,10,18/02/19,WD1
19FEW11875-211441-14,7,18/02/19,WD1
19FEW11975-211643-16,10,18/02/19,WD1
19FEW12049-211436-18,8,18/02/19,WD1
19FEW12155-111069-8,3,18/02/19,WD1
19FEW17822-12174-18,2,18/02/19,WD1
19FEW11651-211384-18,9,18/02/19,WD1
19FEW11684-110847-14,8,18/02/19,WD1
19FEW11903-111774-6,5,18/02/19,WD1
19FEW11949-111228-8,0,18/02/19,WD1
19FEW11959-111888-6,1,18/02/19,WD1
19FEW11972-111500-12,4,18/02/19,WD1
19FEW12071-211650-12,9,18/02/19,WD1
19FEW12110-111472-16,7,18/02/19,WD1
19FEW60234-210719-16,7,18/02/19,WD1
19FEW60234-211279-10,7,18/02/19,WD1
19FEW11075-110228-6,6,18/02/19,WD1
19FEW11632-111450-6,6,18/02/19,WD1
19FEW11641-110814-18,5,18/02/19,WD1
19FEW11792-111409-16,10,18/02/19,WD1
19FEW60151-211499-14,8,18/02/19,WD1
19FEW60234-110945-12,10,18/02/19,WD1
19FEW60234-211257-18,5,18/02/19,WD1
19FEW60314-111420-6,6,18/02/19,WD1
19FEW60371-211188-14,3,18/02/19,WD1
19FEW60396-210845-8,10,18/02/19,WD1
19FEW11542-211235-14,5,18/02/19,WD1
19FEW11542-211536-6,7,18/02/19,WD1
19FEW11649-110817-12,0,18/02/19,WD1
19FEW11655-310492-8,6,18/02/19,WD1
19FEW11660-310430-12,1,18/02/19,WD1
19FEW11663-310435-18,10,18/02/19,WD1
19FEW11686-110827-14,5,18/02/19,WD1
19FEW11880-111493-14,3,18/02/19,WD1
19FEW11917-111296-12,6,18/02/19,WD1
19FEW11924-111301-18,8,18/02/19,WD1
19FEW11967-211460-14,9,18/02/19,WD1
19FEW12041-111614-8,3,18/02/19,WD1
19FEW12044-P111615-18,6,18/02/19,WD1
19FEW12110-111472-14,3,18/02/19,WD1
19FEW12143-211282-6,10,18/02/19,WD1
19FEW60234-211257-16,8,18/02/19,WD1
19FEW60377-211200-WG,7,18/02/19,WD1
19FEW60467-11624-6,0,18/02/19,WD1
19FEW11493-110236-10,0,18/02/19,WD1
19FEW11493-110236-6,7,18/02/19,WD1
19FEW11499-110200-6,1,18/02/19,WD1
19FEW11499-110200-8,2,18/02/19,WD1
19FEW11640-111055-10,10,18/02/19,WD1
19FEW11656-210723-16,0,18/02/19,WD1
19FEW11695-111416-18,9,18/02/19,WD1
19FEW11709-110938-16,2,18/02/19,WD1
19FEW11786-310610-16,8,18/02/19,WD1
19FEW11917-111296-8,4,18/02/19,WD1
19FEW11959-111888-12,0,18/02/19,WD1
19FEW11970-111254-6,4,18/02/19,WD1
19FEW12043-111618-14,7,18/02/19,WD1
19FEW12114-111606-12,10,18/02/19,WD1
19FEW17822-12174-6,1,18/02/19,WD1
19FEW60234-211314-6,4,18/02/19,WD1
19FEW11077-110234-10,7,18/02/19,WD1
19FEW11083-110187-6,9,18/02/19,WD1
19FEW11649-110817-16,7,18/02/19,WD1
19FEW11674-111530-18,5,18/02/19,WD1
19FEW11692-110859-18,2,18/02/19,WD1
19FEW11724-211422-12,6,18/02/19,WD1
19FEW11949-111228-18,6,18/02/19,WD1
19FEW11968-111230-10,3,18/02/19,WD1
19FEW12050-P111620-18,1,18/02/19,WD1
19FEW12071-211650-18,4,18/02/19,WD1
19FEW12143-211284-18,5,18/02/19,WD1
19FEW17822-12174-14,5,18/02/19,WD1
19FEW60234-110806-14,10,18/02/19,WD1
19FEW60234-111562-10,7,18/02/19,WD1
19FEW60234-111563-8,1,18/02/19,WD1
19FEW60234-211528-16,4,18/02/19,WD1
19FEW60234-211539-10,9,18/02/19,WD1
19FEW60302-111157-16,10,18/02/19,WD1
19FEW60320-211323-8,9,18/02/19,WD1
19FEW60418-211121-16,5,18/02/19,WD1
19FEW11493-110236-18,1,18/02/19,WD1
19FEW11542-211277-6,2,18/02/19,WD1
19FEW11542-211520-6,8,18/02/19,WD1
19FEW11542-211531-8,10,18/02/19,WD1
19FEW11542-211563-14,10,18/02/19,WD1
19FEW11640-111055-14,3,18/02/19,WD1
19FEW11774-110760-14,1,18/02/19,WD1
19FEW11784-211323-6,0,18/02/19,WD1
19FEW11788-210585-14,3,18/02/19,WD1
19FEW11795-110754-16,5,18/02/19,WD1
19FEW11900-111319-18,5,18/02/19,WD1
19FEW11904-211450-18,6,18/02/19,WD1
19FEW11905-111095-8,5,18/02/19,WD1
19FEW11907-111343-16,0,18/02/19,WD1
19FEW11922-111283-10,10,18/02/19,WD1
19FEW11961-111241-10,10,18/02/19,WD1
19FEW11968-111230-18,3,18/02/19,WD1
19FEW12037-111573-6,1,18/02/19,WD1
19FEW12050-P111620-12,9,18/02/19,WD1
19FEW12070-110848-14,2,18/02/19,WD1
19FEW12117-111603-12,9,18/02/19,WD1
19FEW12156-111502-6,1,18/02/19,WD1
19FEW12163-211471-12,0,18/02/19,WD1
19FEW60151-211558-6,4,18/02/19,WD1
19FEW60151-211563-18,7,18/02/19,WD1
19FEW60234-211558-10,2,18/02/19,WD1
19FEW60271-210723-16,1,18/02/19,WD1
19FEW60314-111420-16,1,18/02/19,WD1
19FEW60371-211188-16,8,18/02/19,WD1
19FEW11087-110221-6,7,18/02/19,WD1
19FEW11542-211235-12,1,18/02/19,WD1
19FEW11542-211284-18,9,18/02/19,WD1
19FEW11542-211547-18,9,18/02/19,WD1
19FEW11542-211552-18,6,18/02/19,WD1
19FEW11630-110802-8,8,18/02/19,WD1
19FEW11642-310491-10,9,18/02/19,WD1
19FEW11898-211451-12,2,18/02/19,WD1
19FEW11948-111463-16,8,18/02/19,WD1
19FEW11959-111888-14,5,18/02/19,WD1
19FEW11967-211460-6,0,18/02/19,WD1
19FEW12070-110848-16,8,18/02/19,WD1
19FEW60151-211558-14,4,18/02/19,WD1
19FEW11687-111415-6,6,18/02/19,WD1
19FEW11779-111263-8,3,18/02/19,WD1
19FEW11781-110758-14,0,18/02/19,WD1
19FEW11876-111318-6,3,18/02/19,WD1
19FEW11912-111473-10,9,18/02/19,WD1
19FEW11955-111250-16,3,18/02/19,WD1
19FEW11963-111227-10,10,18/02/19,WD1
19FEW11976-111246-6,0,18/02/19,WD1
19FEW12108-111577-16,1,18/02/19,WD1
19FEW12143-211284-8,0,18/02/19,WD1
19FEW60151-211554-10,4,18/02/19,WD1
19FEW60151-211558-16,1,18/02/19,WD1
19FEW11066-110212-16,2,18/02/19,WD1
19FEW11542-211525-6,7,18/02/19,WD1
19FEW11772-110772-6,10,18/02/19,WD1
19FEW11776-110774-18,2,18/02/19,WD1
19FEW11782-110756-6,3,18/02/19,WD1
19FEW11784-211323-16,8,18/02/19,WD1
19FEW11795-110754-6,0,18/02/19,WD1
19FEW11945-111253-6,3,18/02/19,WD1
19FEW12143-211282-18,5,18/02/19,WD1
19FEW12156-111502-16,7,18/02/19,WD1
19FEW12158-210774-6,5,18/02/19,WD1
19FEW12162-211473-6,0,18/02/19,WD1
19FEW60151-211539-10,1,18/02/19,WD1
19FEW60151-211556-18,2,18/02/19,WD1
19FEW60234-211314-12,8,18/02/19,WD1
19FEW60281-110851-WG,3,18/02/19,WD1
19FEW60287-210791-WG,2,18/02/19,WD1
19FEW60423-111223-6,8,18/02/19,WD1
19FEW11542-211235-6,4,18/02/19,WD1
19FEW11644-310431-18,2,18/02/19,WD1
19FEW11662-110812-16,6,18/02/19,WD1
19FEW11665-110843-14,0,18/02/19,WD1
19FEW11682-110865-6,8,18/02/19,WD1
19FEW11709-110938-12,1,18/02/19,WD1
19FEW11875-211441-18,10,18/02/19,WD1
19FEW11891-111341-18,9,18/02/19,WD1
19FEW11898-211451-8,1,18/02/19,WD1
19FEW11925-211146-6,5,18/02/19,WD1
19FEW11961-111241-18,0,18/02/19,WD1
19FEW11972-111500-18,7,18/02/19,WD1
19FEW12043-111618-16,9,18/02/19,WD1
19FEW12049-211436-16,8,18/02/19,WD1
19FEW12071-211650-10,4,18/02/19,WD1
19FEW12160-111486-8,5,18/02/19,WD1
19FEW12162-211473-14,4,18/02/19,WD1
19FEW60234-211257-14,1,18/02/19,WD1
19FEW60234-211562-16,1,18/02/19,WD1
19FEW60234-211627-10,10,18/02/19,WD1
19FEW60433-111497-WM,2,18/02/19,WD1
19FEW11542-211560-6,10,18/02/19,WD1
19FEW11660-310430-8,7,18/02/19,WD1
19FEW11678-110854-10,9,18/02/19,WD1
19FEW11705-110953-12,9,18/02/19,WD1
19FEW11751-210836-18,0,18/02/19,WD1
19FEW11770-110748-18,8,18/02/19,WD1
19FEW11793-110764-6,8,18/02/19,WD1
19FEW11796-210595-14,5,18/02/19,WD1
19FEW11880-111493-8,1,18/02/19,WD1
19FEW11892-111340-16,4,18/02/19,WD1
19FEW11912-111473-14,7,18/02/19,WD1
19FEW11948-111463-14,10,18/02/19,WD1
19FEW12044-P111615-6,0,18/02/19,WD1
19FEW12060-110831-14,4,18/02/19,WD1
19FEW12111-111576-6,1,18/02/19,WD1
19FEW12114-111606-14,0,18/02/19,WD1
19FEW17821-68928-6,10,18/02/19,WD1
19FEW60151-211340-18,0,18/02/19,WD1
19FEW60234-211556-16,2,18/02/19,WD1
19FEW60354-111287-8,3,18/02/19,WD1
19FEW60374-211431-8,6,18/02/19,WD1
19FEW80137-211343-WFS,7,18/02/19,WD1
19FEW11542-211235-10,8,18/02/19,WD1
19FEW11542-211564-18,4,18/02/19,WD1
19FEW11633-210716-6,10,18/02/19,WD1
19FEW11668-110855-6,0,18/02/19,WD1
19FEW11696-110869-12,4,18/02/19,WD1
19FEW11770-110746-6,9,18/02/19,WD1
19FEW11781-110758-8,7,18/02/19,WD1
19FEW11892-111340-8,1,18/02/19,WD1
19FEW12064-110878-18,0,18/02/19,WD1
19FEW12110-111472-18,8,18/02/19,WD1
19FEW12158-210774-16,1,18/02/19,WD1
19FEW17803-51426-14,2,18/02/19,WD1
19FEW17807-51458-18,0,18/02/19,WD1
19FEW17818-51432-6,9,18/02/19,WD1
19FEW60151-211562-6,5,18/02/19,WD1
19FEW11666-110848-16,8,18/02/19,WD1
19FEW11675-110868-16,9,18/02/19,WD1
19FEW11891-111341-12,5,18/02/19,WD1
19FEW11893-111320-18,5,18/02/19,WD1
19FEW11961-111241-16,10,18/02/19,WD1
19FEW12061-110882-16,7,18/02/19,WD1
19FEW12114-111606-6,8,18/02/19,WD1
19FEW12117-111603-18,2,18/02/19,WD1
19FEW17822-12174-12,9,18/02/19,WD1
19FEW60234-211279-6,2,18/02/19,WD1
19FEW60376-211432-6,2,18/02/19,WD1
19FEW11070-110237-16,6,18/02/19,WD1
19FEW11542-211520-18,2,18/02/19,WD1
19FEW11542-211531-12,1,18/02/19,WD1
19FEW11642-310491-6,0,18/02/19,WD1
19FEW11672-111414-18,1,18/02/19,WD1
19FEW11678-110854-14,9,18/02/19,WD1
19FEW11794-111410-14,8,18/02/19,WD1
19FEW11875-211440-16,6,18/02/19,WD1
19FEW11895-111772-6,6,18/02/19,WD1
19FEW11905-111095-6,8,18/02/19,WD1
19FEW11907-111343-14,3,18/02/19,WD1
19FEW11958-111232-6,8,18/02/19,WD1
19FEW11969-111233-18,2,18/02/19,WD1
19FEW11974-111240-16,1,18/02/19,WD1
19FEW12061-110882-14,9,18/02/19,WD1
19FEW12070-110848-6,8,18/02/19,WD1
19FEW60151-211388-18,0,18/02/19,WD1
19FEW60151-211507-8,3,18/02/19,WD1
19FEW60234-111562-12,8,18/02/19,WD1
19FEW60371-211188-12,0,18/02/19,WD1
19FEW60470-211497-WL,2,18/02/19,WD1
19FEW11542-211521-18,9,18/02/19,WD1
19FEW11633-210716-12,3,18/02/19,WD1
19FEW11664-310433-18,3,18/02/19,WD1
19FEW11670-110841-6,9,18/02/19,WD1
19FEW11683-110847-8,7,18/02/19,WD1
19FEW11724-211422-10,1,18/02/19,WD1
19FEW11898-211451-10,0,18/02/19,WD1
19FEW11925-211146-16,4,18/02/19,WD1
19FEW11949-111228-6,8,18/02/19,WD1
19FEW12067-111099-12,4,18/02/19,WD1
19FEW12067-111099-14,5,18/02/19,WD1
19FEW17810-51422-18,10,18/02/19,WD1
19FEW17824-51425-10,3,18/02/19,WD1
19FEW17824-51425-6,0,18/02/19,WD1
19FEW60151-211282-12,9,18/02/19,WD1
19FEW60151-211499-8,8,18/02/19,WD1
19FEW60151-211507-10,9,18/02/19,WD1
19FEW60234-211282-16,3,18/02/19,WD1
19FEW60234-211314-14,0,18/02/19,WD1
19FEW60275-210715-10,5,18/02/19,WD1
19FEW60355-111475-16,7,18/02/19,WD1
19FEW11638-110805-14,0,18/02/19,WD1
19FEW11651-211384-14,4,18/02/19,WD1
19FEW11660-310430-10,0,18/02/19,WD1
19FEW11691-110853-6,1,18/02/19,WD1
19FEW11705-110953-6,6,18/02/19,WD1
19FEW11735-211438-18,6,18/02/19,WD1
19FEW11784-211323-14,9,18/02/19,WD1
19FEW11891-111341-6,4,18/02/19,WD1
19FEW11912-111473-8,9,18/02/19,WD1
19FEW11918-111277-14,8,18/02/19,WD1
19FEW11962-111238-18,4,18/02/19,WD1
19FEW12041-111614-18,7,18/02/19,WD1
19FEW12049-211436-14,5,18/02/19,WD1
19FEW12071-211650-14,4,18/02/19,WD1
19FEW60151-211279-10,9,18/02/19,WD1
19FEW60234-210719-18,1,18/02/19,WD1
19FEW60234-211540-18,2,18/02/19,WD1
19FEW60234-211544-6,3,18/02/19,WD1
19FEW60316-111421-16,3,18/02/19,WD1
19FEW60354-111287-14,8,18/02/19,WD1
19FEW11542-211554-6,8,18/02/19,WD1
19FEW11542-211563-6,4,18/02/19,WD1
19FEW11635-110811-6,2,18/02/19,WD1
19FEW11664-310433-16,7,18/02/19,WD1
19FEW11685-110836-16,5,18/02/19,WD1
19FEW11686-110827-16,3,18/02/19,WD1
19FEW11690-110834-16,6,18/02/19,WD1
19FEW11775-110767-18,10,18/02/19,WD1
19FEW11790-110776-14,4,18/02/19,WD1
19FEW11924-111301-12,7,18/02/19,WD1
19FEW11926-111284-14,4,18/02/19,WD1
19FEW11965-211121-6,4,18/02/19,WD1
19FEW12070-110848-8,4,18/02/19,WD1
19FEW12117-111603-16,8,18/02/19,WD1
19FEW30206-211474-16,0,18/02/19,WD1
19FEW60234-211529-16,2,18/02/19,WD1
19FEW60234-211544-10,9,18/02/19,WD1
19FEW60319-111422-10,6,18/02/19,WD1
19FEW60432-211146-WS,6,18/02/19,WD1
19FEW11064-110211-18,5,18/02/19,WD1
19FEW11636-110816-14,3,18/02/19,WD1
19FEW11636-110816-16,7,18/02/19,WD1
19FEW11686-110827-10,8,18/02/19,WD1
19FEW11776-110787-16,3,18/02/19,WD1
19FEW11892-111340-12,0,18/02/19,WD1
19FEW11894-111339-18,5,18/02/19,WD1
19FEW12052-111622-14,0,18/02/19,WD1
19FEW12110-111472-12,8,18/02/19,WD1
19FEW12155-111069-10,6,18/02/19,WD1
19FEW17928-310526-6,2,18/02/19,WD1
19FEW60151-211340-6,0,18/02/19,WD1
19FEW60151-211507-12,8,18/02/19,WD1
19FEW60151-211562-14,8,18/02/19,WD1
19FEW60234-211556-8,2,18/02/19,WD1
19FEW60392-211462-16,10,18/02/19,WD1
19FEW60467-11624-14,2,18/02/19,WD1
19FEW11075-110228-18,4,18/02/19,WD1
19FEW11657B-210723-8,7,18/02/19,WD1
19FEW11678-110854-8,9,18/02/19,WD1
19FEW11773-110770-6,1,18/02/19,WD1
19FEW11774-110760-16,10,18/02/19,WD1
19FEW11779-111265-6,7,18/02/19,WD1
19FEW11791-110750-16,1,18/02/19,WD1
19FEW11791-110750-18,1,18/02/19,WD1
19FEW11795-110754-18,6,18/02/19,WD1
19FEW11891-111341-8,0,18/02/19,WD1
19FEW11893-111320-16,10,18/02/19,WD1
19FEW11909-111773-18,2,18/02/19,WD1
19FEW11909-111773-6,6,18/02/19,WD1
19FEW11913-111282-8,10,18/02/19,WD1
19FEW11927-111298-10,7,18/02/19,WD1
19FEW11927-111298-18,6,18/02/19,WD1
19FEW11951-111231-10,6,18/02/19,WD1
19FEW11967-211460-12,6,18/02/19,WD1
19FEW12039-P111610-6,0,18/02/19,WD1
19FEW12067-111099-16,9,18/02/19,WD1
19FEW12114-111606-16,7,18/02/19,WD1
19FEW12165-111492-14,4,18/02/19,WD1
19FEW12195-111200-8,8,18/02/19,WD1
19FEW60439-211508-8,4,18/02/19,WD1
19FEW11493-110236-16,1,18/02/19,WD1
19FEW11542-211560-14,3,18/02/19,WD1
19FEW11638-110805-16,1,18/02/19,WD1
19FEW11646-110820-14,7,18/02/19,WD1
19FEW11655-310492-18,1,18/02/19,WD1
19FEW11678-110854-6,7,18/02/19,WD1
19FEW11724-211422-14,10,18/02/19,WD1
19FEW11751-210836-12,10,18/02/19,WD1
19FEW11772-110772-12,10,18/02/19,WD1
19FEW11773-110770-16,3,18/02/19,WD1
19FEW11781-110758-12,10,18/02/19,WD1
19FEW11903-111774-14,8,18/02/19,WD1
19FEW11918-111277-12,4,18/02/19,WD1
19FEW11927-111298-14,8,18/02/19,WD1
19FEW11956-211127-16,3,18/02/19,WD1
19FEW11964-111235-12,5,18/02/19,WD1
19FEW11975-211643-6,8,18/02/19,WD1
19FEW12108-111577-10,5,18/02/19,WD1
19FEW12161-111607-6,7,18/02/19,WD1
19FEW12163-211471-14,1,18/02/19,WD1
19FEW12163-211471-16,10,18/02/19,WD1
19FEW12195-111200-14,2,18/02/19,WD1
19FEW17810-51422-14,4,18/02/19,WD1
19FEW60151-210719-18,8,18/02/19,WD1
19FEW60151-211528-14,6,18/02/19,WD1
19FEW60151-211562-12,3,18/02/19,WD1
19FEW60234-211554-10,0,18/02/19,WD1
19FEW60234-211554-14,4,18/02/19,WD1
19FEW60302-111157-10,1,18/02/19,WD1
19FEW60440-211509-12,7,18/02/19,WD1
19FEW80199-211599-WFS,5,18/02/19,WD1
19FEW11064-110211-16,0,18/02/19,WD1
19FEW11542-211536-18,2,18/02/19,WD1
19FEW11542-211538-18,0,18/02/19,WD1
19FEW11775-110766-16,10,18/02/19,WD1
19FEW11794-111410-12,7,18/02/19,WD1
19FEW11903-111334-14,9,18/02/19,WD1
19FEW11910-111280-10,7,18/02/19,WD1
19FEW11954-111223-16,10,18/02/19,WD1
19FEW12045-P111617-16,6,18/02/19,WD1
19FEW12066-111100-6,0,18/02/19,WD1
19FEW12111-111576-18,1,18/02/19,WD1
19FEW12113-111579-10,2,18/02/19,WD1
19FEW12143-211284-14,3,18/02/19,WD1
19FEW12143-211540-6,5,18/02/19,WD1
19FEW12195-111200-18,4,18/02/19,WD1
19FEW17824-51425-16,8,18/02/19,WD1
19FEW60151-211257-6,0,18/02/19,WD1
19FEW60151-211507-16,6,18/02/19,WD1
19FEW60151-211556-6,0,18/02/19,WD1
19FEW60234-110945-10,2,18/02/19,WD1
19FEW60234-211528-18,5,18/02/19,WD1
19FEW60234-211540-16,4,18/02/19,WD1
19FEW60234-211556-10,2,18/02/19,WD1
19FEW60234-211627-14,9,18/02/19,WD1
19FEW60372-211191-12,7,18/02/19,WD1
19FEW60392-211462-6,8,18/02/19,WD1
19FEW80248-111883-WFS,10,18/02/19,WD1
19FEW11075-110228-16,10,18/02/19,WD1
19FEW11542-211520-10,3,18/02/19,WD1
19FEW11542-211552-14,9,18/02/19,WD1
19FEW11644-310431-16,8,18/02/19,WD1
19FEW11674-110851-18,1,18/02/19,WD1
19FEW11682-110865-16,7,18/02/19,WD1
19FEW11686-110827-18,5,18/02/19,WD1
19FEW11875-211440-8,7,18/02/19,WD1
19FEW11887-111317-16,4,18/02/19,WD1
19FEW11896-111457-16,2,18/02/19,WD1
19FEW11901-111312-16,0,18/02/19,WD1
19FEW11951-111231-14,5,18/02/19,WD1
19FEW11953-211452-12,4,18/02/19,WD1
19FEW11973-111499-16,7,18/02/19,WD1
19FEW12042-111621-12,10,18/02/19,WD1
19FEW12061-110882-18,3,18/02/19,WD1
19FEW12071-211650-8,0,18/02/19,WD1
19FEW12163-211472-6,7,18/02/19,WD1
19FEW60418-211121-8,5,18/02/19,WD1
19FEW60480-211637-16,6,18/02/19,WD1
19FEW80151-111074-WFS,2,18/02/19,WD1
19FEW11542-211520-16,7,18/02/19,WD1
19FEW11542-211547-12,7,18/02/19,WD1
19FEW11542-211560-12,5,18/02/19,WD1
19FEW11542-211564-14,7,18/02/19,WD1
19FEW11648-110809-16,8,18/02/19,WD1
19FEW11649-110817-10,3,18/02/19,WD1
19FEW11666-110848-12,7,18/02/19,WD1
19FEW11684-110847-16,1,18/02/19,WD1
19FEW11735-211438-6,7,18/02/19,WD1
19FEW11785-111047-6,1,18/02/19,WD1
19FEW11792-111409-10,10,18/02/19,WD1
19FEW11896-111457-18,6,18/02/19,WD1
19FEW11903-111334-6,8,18/02/19,WD1
19FEW11948-111463-6,10,18/02/19,WD1
19FEW11950-111234-14,6,18/02/19,WD1
19FEW12040-P111619-12,10,18/02/19,WD1
19FEW12064-110878-8,0,18/02/19,WD1
19FEW12065-111263-10,4,18/02/19,WD1
19FEW12066-111100-12,1,18/02/19,WD1
19FEW12109-111566-14,6,18/02/19,WD1
19FEW12113-111579-8,6,18/02/19,WD1
19FEW60151-211279-18,6,18/02/19,WD1
19FEW60151-211282-16,9,18/02/19,WD1
19FEW60371-211188-6,6,18/02/19,WD1
19FEW60423-111223-10,9,18/02/19,WD1
19FEW11633-210716-18,8,18/02/19,WD1
19FEW11724-211422-18,9,18/02/19,WD1
19FEW11782-110756-8,9,18/02/19,WD1
19FEW11898-211451-6,8,18/02/19,WD1
19FEW11903-111334-18,1,18/02/19,WD1
19FEW11949-111228-10,1,18/02/19,WD1
19FEW11953-211452-18,3,18/02/19,WD1
19FEW11953-211452-8,9,18/02/19,WD1
19FEW11958-111232-10,5,18/02/19,WD1
