Product_Code,Store_Code,Closing Inventory,Date
19CR181110-69295-WFS,W431,12,17/02/19
19CR181110-69295-WFS,W445,1,17/02/19
19CR181110-69295-WFS,W454,9,17/02/19
19CR181110-69295-WFS,W460,3,17/02/19
19CR181110-69295-WFS,W471,3,17/02/19
19CR181110-69295-WFS,W473,3,17/02/19
19CR260151-211345-10,W178,9,17/02/19
19CR260151-211345-10,W243,8,17/02/19
19CR260151-211345-10,W334,4,17/02/19
19CR260151-211345-10,W358,8,17/02/19
19CR260151-211345-10,W395,6,17/02/19
19CR260151-211345-10,W421,10,17/02/19
19CR260151-211345-10,W425,7,17/02/19
19CR260151-211345-10,W431,9,17/02/19
19CR260151-211345-10,W445,6,17/02/19
19CR260151-211345-10,W454,9,17/02/19
19CR260151-211345-10,W460,2,17/02/19
19CR260151-211345-10,W471,4,17/02/19
19CR260151-211345-10,W473,4,17/02/19
19CR260151-211345-12,W178,8,17/02/19
19CR260151-211345-12,W243,7,17/02/19
19CR260151-211345-12,W334,4,17/02/19
19CR260151-211345-12,W358,8,17/02/19
19CR260151-211345-12,W395,9,17/02/19
19CR260151-211345-12,W421,10,17/02/19
19CR260151-211345-12,W425,7,17/02/19
19CR260151-211345-12,W431,10,17/02/19
19CR260151-211345-12,W445,5,17/02/19
19CR260151-211345-12,W454,10,17/02/19
19CR260151-211345-12,W460,6,17/02/19
19CR260151-211345-12,W471,4,17/02/19
19CR260151-211345-12,W473,2,17/02/19
19CR260151-211345-14,W178,9,17/02/19
19CR260151-211345-14,W243,7,17/02/19
19CR260151-211345-14,W334,3,17/02/19
19CR260151-211345-14,W358,7,17/02/19
19CR260151-211345-14,W395,8,17/02/19
19CR260151-211345-14,W421,10,17/02/19
19CR260151-211345-14,W425,8,17/02/19
19CR260151-211345-14,W431,8,17/02/19
19CR260151-211345-14,W445,5,17/02/19
19CR260151-211345-14,W454,9,17/02/19
19CR260151-211345-14,W460,6,17/02/19
19CR260151-211345-14,W471,4,17/02/19
19CR260151-211345-14,W473,4,17/02/19
19CR260151-211345-16,W178,5,17/02/19
19CR260151-211345-16,W243,4,17/02/19
19CR260151-211345-16,W334,2,17/02/19
19CR260151-211345-16,W358,5,17/02/19
19CR260151-211345-16,W395,5,17/02/19
19CR260151-211345-16,W421,5,17/02/19
19CR260151-211345-16,W425,4,17/02/19
19CR260151-211345-16,W431,4,17/02/19
19CR260151-211345-16,W445,3,17/02/19
19CR260151-211345-16,W454,5,17/02/19
19CR260151-211345-16,W460,3,17/02/19
19CR260151-211345-16,W471,2,17/02/19
19CR260151-211345-16,W473,2,17/02/19
19CR260151-211345-6,W178,5,17/02/19
19CR260151-211345-6,W243,3,17/02/19
19CR260151-211345-6,W334,2,17/02/19
19CR260151-211345-6,W358,5,17/02/19
19CR260151-211345-6,W395,4,17/02/19
19CR260151-211345-6,W421,5,17/02/19
19CR260151-211345-6,W425,4,17/02/19
19CR260151-211345-6,W431,5,17/02/19
19CR260151-211345-6,W445,3,17/02/19
19CR260151-211345-6,W454,5,17/02/19
19CR260151-211345-6,W460,3,17/02/19
19CR260151-211345-6,W471,2,17/02/19
19CR260151-211345-6,W473,2,17/02/19
19CR260151-211345-8,W178,8,17/02/19
19CR260151-211345-8,W243,8,17/02/19
19CR260151-211345-8,W334,3,17/02/19
19CR260151-211345-8,W358,9,17/02/19
19CR260151-211345-8,W395,8,17/02/19
19CR260151-211345-8,W421,9,17/02/19
19CR260151-211345-8,W425,7,17/02/19
19CR260151-211345-8,W431,10,17/02/19
19CR260151-211345-8,W445,6,17/02/19
19CR260151-211345-8,W454,10,17/02/19
19CR260151-211345-8,W460,4,17/02/19
19CR260151-211345-8,W471,4,17/02/19
19CR260151-211345-8,W473,3,17/02/19
19CR260151-68939-10,W178,9,17/02/19
19CR260151-68939-10,W243,10,17/02/19
19CR260151-68939-10,W334,3,17/02/19
19CR260151-68939-10,W358,10,17/02/19
19CR260151-68939-10,W395,10,17/02/19
19CR260151-68939-10,W421,10,17/02/19
19CR260151-68939-10,W425,8,17/02/19
19CR260151-68939-10,W431,8,17/02/19
19CR260151-68939-10,W445,9,17/02/19
19CR260151-68939-10,W454,31,17/02/19
19CR260151-68939-10,W460,22,17/02/19
19CR260151-68939-10,W471,4,17/02/19
19CR260151-68939-10,W473,3,17/02/19
19CR260151-68939-12,W178,8,17/02/19
19CR260151-68939-12,W243,9,17/02/19
19CR260151-68939-12,W334,4,17/02/19
19CR260151-68939-12,W358,9,17/02/19
19CR260151-68939-12,W395,9,17/02/19
19CR260151-68939-12,W421,9,17/02/19
19CR260151-68939-12,W425,8,17/02/19
19CR260151-68939-12,W431,7,17/02/19
19CR260151-68939-12,W445,9,17/02/19
19CR260151-68939-12,W454,21,17/02/19
19CR260151-68939-12,W460,13,17/02/19
19CR260151-68939-12,W471,4,17/02/19
19CR260151-68939-12,W473,4,17/02/19
19CR260151-68939-14,W178,9,17/02/19
19CR260151-68939-14,W243,8,17/02/19
19CR260151-68939-14,W334,4,17/02/19
19CR260151-68939-14,W358,10,17/02/19
19CR260151-68939-14,W395,10,17/02/19
19CR260151-68939-14,W421,9,17/02/19
19CR260151-68939-14,W425,8,17/02/19
19CR260151-68939-14,W431,9,17/02/19
19CR260151-68939-14,W445,6,17/02/19
19CR260151-68939-14,W454,21,17/02/19
19CR260151-68939-14,W460,17,17/02/19
19CR260151-68939-14,W471,4,17/02/19
19CR260151-68939-14,W473,4,17/02/19
19CR260151-68939-16,W178,5,17/02/19
19CR260151-68939-16,W243,5,17/02/19
19CR260151-68939-16,W334,2,17/02/19
19CR260151-68939-16,W358,4,17/02/19
19CR260151-68939-16,W395,5,17/02/19
19CR260151-68939-16,W421,5,17/02/19
19CR260151-68939-16,W425,5,17/02/19
19CR260151-68939-16,W431,5,17/02/19
19CR260151-68939-16,W445,4,17/02/19
19CR260151-68939-16,W454,14,17/02/19
19CR260151-68939-16,W460,8,17/02/19
19CR260151-68939-16,W471,2,17/02/19
19CR260151-68939-16,W473,2,17/02/19
19CR260151-68939-6,W178,5,17/02/19
19CR260151-68939-6,W243,5,17/02/19
19CR260151-68939-6,W334,2,17/02/19
19CR260151-68939-6,W358,5,17/02/19
19CR260151-68939-6,W395,4,17/02/19
19CR260151-68939-6,W421,5,17/02/19
19CR260151-68939-6,W425,5,17/02/19
19CR260151-68939-6,W431,4,17/02/19
19CR260151-68939-6,W445,7,17/02/19
19CR260151-68939-6,W454,15,17/02/19
19CR260151-68939-6,W460,14,17/02/19
19CR260151-68939-6,W471,3,17/02/19
19CR260151-68939-6,W473,2,17/02/19
19CR260151-68939-8,W178,10,17/02/19
19CR260151-68939-8,W243,10,17/02/19
19CR260151-68939-8,W334,4,17/02/19
19CR260151-68939-8,W358,10,17/02/19
19CR260151-68939-8,W395,10,17/02/19
19CR260151-68939-8,W421,10,17/02/19
19CR260151-68939-8,W425,8,17/02/19
19CR260151-68939-8,W431,10,17/02/19
19CR260151-68939-8,W445,13,17/02/19
19CR260151-68939-8,W454,27,17/02/19
19CR260151-68939-8,W460,28,17/02/19
19CR260151-68939-8,W471,4,17/02/19
19CR260151-68939-8,W473,3,17/02/19
19CR260151-68944-10,W178,9,17/02/19
19CR260151-68944-10,W243,7,17/02/19
19CR260151-68944-10,W334,4,17/02/19
19CR260151-68944-10,W358,6,17/02/19
19CR260151-68944-10,W395,10,17/02/19
19CR260151-68944-10,W421,10,17/02/19
19CR260151-68944-10,W425,8,17/02/19
19CR260151-68944-10,W431,8,17/02/19
19CR260151-68944-10,W445,4,17/02/19
19CR260151-68944-10,W454,7,17/02/19
19CR260151-68944-10,W460,7,17/02/19
19CR260151-68944-10,W471,1,17/02/19
19CR260151-68944-10,W473,4,17/02/19
19CR260151-68944-12,W178,9,17/02/19
19CR260151-68944-12,W243,5,17/02/19
19CR260151-68944-12,W334,4,17/02/19
19CR260151-68944-12,W358,8,17/02/19
19CR260151-68944-12,W395,9,17/02/19
19CR260151-68944-12,W421,9,17/02/19
19CR260151-68944-12,W425,6,17/02/19
19CR260151-68944-12,W431,9,17/02/19
19CR260151-68944-12,W445,5,17/02/19
19CR260151-68944-12,W454,9,17/02/19
19CR260151-68944-12,W460,7,17/02/19
19CR260151-68944-12,W471,3,17/02/19
19CR260151-68944-12,W473,4,17/02/19
19CR260151-68944-14,W178,8,17/02/19
19CR260151-68944-14,W243,6,17/02/19
19CR260151-68944-14,W334,3,17/02/19
19CR260151-68944-14,W358,8,17/02/19
19CR260151-68944-14,W395,9,17/02/19
19CR260151-68944-14,W421,10,17/02/19
19CR260151-68944-14,W425,8,17/02/19
19CR260151-68944-14,W431,10,17/02/19
19CR260151-68944-14,W445,5,17/02/19
19CR260151-68944-14,W454,9,17/02/19
19CR260151-68944-14,W460,8,17/02/19
19CR260151-68944-14,W471,2,17/02/19
19CR260151-68944-14,W473,4,17/02/19
19CR260151-68944-16,W178,4,17/02/19
19CR260151-68944-16,W243,3,17/02/19
19CR260151-68944-16,W334,2,17/02/19
19CR260151-68944-16,W358,2,17/02/19
19CR260151-68944-16,W395,4,17/02/19
19CR260151-68944-16,W421,4,17/02/19
19CR260151-68944-16,W425,4,17/02/19
19CR260151-68944-16,W431,4,17/02/19
19CR260151-68944-16,W445,3,17/02/19
19CR260151-68944-16,W454,5,17/02/19
19CR260151-68944-16,W460,3,17/02/19
19CR260151-68944-16,W471,2,17/02/19
19CR260151-68944-16,W473,2,17/02/19
19CR260151-68944-6,W178,1,17/02/19
19CR260151-68944-6,W334,2,17/02/19
19CR260151-68944-6,W358,3,17/02/19
19CR260151-68944-6,W395,5,17/02/19
19CR260151-68944-6,W421,5,17/02/19
19CR260151-68944-6,W425,4,17/02/19
19CR260151-68944-6,W431,5,17/02/19
19CR260151-68944-6,W445,3,17/02/19
19CR260151-68944-6,W454,5,17/02/19
19CR260151-68944-6,W460,1,17/02/19
19CR260151-68944-6,W471,2,17/02/19
19CR260151-68944-6,W473,2,17/02/19
19CR260151-68944-8,W178,9,17/02/19
19CR260151-68944-8,W243,8,17/02/19
19CR260151-68944-8,W334,4,17/02/19
19CR260151-68944-8,W358,9,17/02/19
19CR260151-68944-8,W395,10,17/02/19
19CR260151-68944-8,W421,10,17/02/19
19CR260151-68944-8,W425,8,17/02/19
19CR260151-68944-8,W431,9,17/02/19
19CR260151-68944-8,W445,6,17/02/19
19CR260151-68944-8,W454,10,17/02/19
19CR260151-68944-8,W460,5,17/02/19
19CR260151-68944-8,W471,4,17/02/19
19CR260151-68944-8,W473,4,17/02/19
19CR260151-68947-10,W178,10,17/02/19
19CR260151-68947-10,W243,8,17/02/19
19CR260151-68947-10,W334,4,17/02/19
19CR260151-68947-10,W358,10,17/02/19
19CR260151-68947-10,W395,10,17/02/19
19CR260151-68947-10,W421,10,17/02/19
19CR260151-68947-10,W425,8,17/02/19
19CR260151-68947-10,W431,7,17/02/19
19CR260151-68947-10,W445,5,17/02/19
19CR260151-68947-10,W454,8,17/02/19
19CR260151-68947-10,W460,5,17/02/19
19CR260151-68947-10,W471,3,17/02/19
19CR260151-68947-10,W473,4,17/02/19
19CR260151-68947-12,W178,10,17/02/19
19CR260151-68947-12,W243,8,17/02/19
19CR260151-68947-12,W334,4,17/02/19
19CR260151-68947-12,W358,10,17/02/19
19CR260151-68947-12,W395,9,17/02/19
19CR260151-68947-12,W421,9,17/02/19
19CR260151-68947-12,W425,8,17/02/19
19CR260151-68947-12,W431,10,17/02/19
19CR260151-68947-12,W445,12,17/02/19
19CR260151-68947-12,W454,10,17/02/19
19CR260151-68947-12,W460,5,17/02/19
19CR260151-68947-12,W471,5,17/02/19
19CR260151-68947-12,W473,4,17/02/19
19CR260151-68947-14,W178,8,17/02/19
19CR260151-68947-14,W243,8,17/02/19
19CR260151-68947-14,W334,4,17/02/19
19CR260151-68947-14,W358,10,17/02/19
19CR260151-68947-14,W395,10,17/02/19
19CR260151-68947-14,W421,9,17/02/19
19CR260151-68947-14,W425,8,17/02/19
19CR260151-68947-14,W431,9,17/02/19
19CR260151-68947-14,W445,8,17/02/19
19CR260151-68947-14,W454,10,17/02/19
19CR260151-68947-14,W460,6,17/02/19
19CR260151-68947-14,W471,5,17/02/19
19CR260151-68947-14,W473,4,17/02/19
19CR260151-68947-16,W178,4,17/02/19
19CR260151-68947-16,W243,4,17/02/19
19CR260151-68947-16,W334,2,17/02/19
19CR260151-68947-16,W358,5,17/02/19
19CR260151-68947-16,W395,5,17/02/19
19CR260151-68947-16,W421,5,17/02/19
19CR260151-68947-16,W425,4,17/02/19
19CR260151-68947-16,W431,5,17/02/19
19CR260151-68947-16,W445,2,17/02/19
19CR260151-68947-16,W454,4,17/02/19
19CR260151-68947-16,W460,4,17/02/19
19CR260151-68947-16,W471,2,17/02/19
19CR260151-68947-16,W473,1,17/02/19
19CR260151-68947-6,W178,5,17/02/19
19CR260151-68947-6,W243,4,17/02/19
19CR260151-68947-6,W334,2,17/02/19
19CR260151-68947-6,W358,5,17/02/19
19CR260151-68947-6,W395,5,17/02/19
19CR260151-68947-6,W421,4,17/02/19
19CR260151-68947-6,W425,4,17/02/19
19CR260151-68947-6,W431,5,17/02/19
19CR260151-68947-6,W445,6,17/02/19
19CR260151-68947-6,W454,5,17/02/19
19CR260151-68947-6,W460,3,17/02/19
19CR260151-68947-6,W471,3,17/02/19
19CR260151-68947-6,W473,2,17/02/19
19CR260151-68947-8,W178,10,17/02/19
19CR260151-68947-8,W243,8,17/02/19
19CR260151-68947-8,W334,4,17/02/19
19CR260151-68947-8,W358,10,17/02/19
19CR260151-68947-8,W395,8,17/02/19
19CR260151-68947-8,W421,10,17/02/19
19CR260151-68947-8,W425,8,17/02/19
19CR260151-68947-8,W431,10,17/02/19
19CR260151-68947-8,W445,10,17/02/19
19CR260151-68947-8,W454,10,17/02/19
19CR260151-68947-8,W460,7,17/02/19
19CR260151-68947-8,W471,5,17/02/19
19CR260151-68947-8,W473,2,17/02/19
19CR260151-68948-10,W178,10,17/02/19
19CR260151-68948-10,W243,9,17/02/19
19CR260151-68948-10,W334,4,17/02/19
19CR260151-68948-10,W358,8,17/02/19
19CR260151-68948-10,W395,9,17/02/19
19CR260151-68948-10,W421,9,17/02/19
19CR260151-68948-10,W425,9,17/02/19
19CR260151-68948-10,W431,7,17/02/19
19CR260151-68948-10,W445,6,17/02/19
19CR260151-68948-10,W454,33,17/02/19
19CR260151-68948-10,W460,19,17/02/19
19CR260151-68948-10,W471,4,17/02/19
19CR260151-68948-10,W473,3,17/02/19
19CR260151-68948-12,W178,9,17/02/19
19CR260151-68948-12,W243,9,17/02/19
19CR260151-68948-12,W334,4,17/02/19
19CR260151-68948-12,W358,8,17/02/19
19CR260151-68948-12,W395,7,17/02/19
19CR260151-68948-12,W421,10,17/02/19
19CR260151-68948-12,W425,10,17/02/19
19CR260151-68948-12,W431,10,17/02/19
19CR260151-68948-12,W445,9,17/02/19
19CR260151-68948-12,W454,27,17/02/19
19CR260151-68948-12,W460,22,17/02/19
19CR260151-68948-12,W471,6,17/02/19
19CR260151-68948-12,W473,2,17/02/19
19CR260151-68948-14,W178,8,17/02/19
19CR260151-68948-14,W243,8,17/02/19
19CR260151-68948-14,W334,3,17/02/19
19CR260151-68948-14,W358,9,17/02/19
19CR260151-68948-14,W395,10,17/02/19
19CR260151-68948-14,W421,7,17/02/19
19CR260151-68948-14,W425,7,17/02/19
19CR260151-68948-14,W431,10,17/02/19
19CR260151-68948-14,W445,5,17/02/19
19CR260151-68948-14,W454,23,17/02/19
19CR260151-68948-14,W460,21,17/02/19
19CR260151-68948-14,W471,4,17/02/19
19CR260151-68948-14,W473,3,17/02/19
19CR260151-68948-16,W178,5,17/02/19
19CR260151-68948-16,W243,5,17/02/19
19CR260151-68948-16,W334,2,17/02/19
19CR260151-68948-16,W358,4,17/02/19
19CR260151-68948-16,W395,3,17/02/19
19CR260151-68948-16,W421,5,17/02/19
19CR260151-68948-16,W425,5,17/02/19
19CR260151-68948-16,W431,5,17/02/19
19CR260151-68948-16,W445,4,17/02/19
19CR260151-68948-16,W454,13,17/02/19
19CR260151-68948-16,W460,8,17/02/19
19CR260151-68948-16,W471,2,17/02/19
19CR260151-68948-16,W473,1,17/02/19
19CR260151-68948-6,W178,5,17/02/19
19CR260151-68948-6,W243,5,17/02/19
19CR260151-68948-6,W334,2,17/02/19
19CR260151-68948-6,W358,5,17/02/19
19CR260151-68948-6,W395,3,17/02/19
19CR260151-68948-6,W421,5,17/02/19
19CR260151-68948-6,W425,4,17/02/19
19CR260151-68948-6,W431,5,17/02/19
19CR260151-68948-6,W445,7,17/02/19
19CR260151-68948-6,W454,15,17/02/19
19CR260151-68948-6,W460,13,17/02/19
19CR260151-68948-6,W471,2,17/02/19
19CR260151-68948-6,W473,1,17/02/19
19CR260151-68948-8,W178,9,17/02/19
19CR260151-68948-8,W243,8,17/02/19
19CR260151-68948-8,W334,3,17/02/19
19CR260151-68948-8,W358,8,17/02/19
19CR260151-68948-8,W395,7,17/02/19
19CR260151-68948-8,W421,7,17/02/19
19CR260151-68948-8,W425,7,17/02/19
19CR260151-68948-8,W431,9,17/02/19
19CR260151-68948-8,W445,14,17/02/19
19CR260151-68948-8,W454,28,17/02/19
19CR260151-68948-8,W460,19,17/02/19
19CR260151-68948-8,W471,6,17/02/19
19CR260151-68948-8,W473,3,17/02/19
19CRS80550-65050-WFS,W243,5,17/02/19
19CRS80550-65050-WFS,W358,4,17/02/19
19CRS80550-65050-WFS,W395,7,17/02/19
19CRS80550-65050-WFS,W421,3,17/02/19
19CRS80550-65050-WFS,W431,2,17/02/19
19CRS80550-65050-WFS,W454,38,17/02/19
19CRS80550-65050-WFS,W460,40,17/02/19
19CRS80550-65050-WFS,W471,5,17/02/19
19CRS80550-65050-WFS,W473,3,17/02/19
19FE12104-211287-10,W421,1,17/02/19
19FE12104-211287-10,W431,3,17/02/19
19FE12104-211287-10,W445,2,17/02/19
19FE12104-211287-12,W178,2,17/02/19
19FE12104-211287-12,W395,3,17/02/19
19FE12104-211287-12,W421,3,17/02/19
19FE12104-211287-12,W445,3,17/02/19
19FE12104-211287-14,W395,2,17/02/19
19FE12104-211287-14,W445,1,17/02/19
19FE12104-211287-16,W178,1,17/02/19
19FE12104-211287-16,W395,1,17/02/19
19FE12104-211287-16,W431,2,17/02/19
19FE12104-211287-16,W445,2,17/02/19
19FE12104-211287-18,W431,1,17/02/19
19FE12104-211287-18,W445,1,17/02/19
19FE12104-211287-6,W431,1,17/02/19
19FE12104-211287-6,W445,1,17/02/19
19FE12104-211287-8,W395,3,17/02/19
19FE12104-211287-8,W445,3,17/02/19
19FE12105-111746-10,W178,1,17/02/19
19FE12105-111746-10,W395,3,17/02/19
19FE12105-111746-12,W178,2,17/02/19
19FE12105-111746-12,W395,3,17/02/19
19FE12105-111746-12,W421,1,17/02/19
19FE12105-111746-14,W178,2,17/02/19
19FE12105-111746-14,W395,2,17/02/19
19FE12105-111746-14,W421,2,17/02/19
19FE12105-111746-14,W431,1,17/02/19
19FE12105-111746-14,W445,1,17/02/19
19FE12105-111746-16,W395,2,17/02/19
19FE12105-111746-16,W431,1,17/02/19
19FE12105-111746-16,W445,2,17/02/19
19FE12105-111746-18,W178,1,17/02/19
19FE12105-111746-18,W421,1,17/02/19
19FE12105-111746-18,W431,1,17/02/19
19FE12105-111746-6,W178,1,17/02/19
19FE12105-111746-6,W431,1,17/02/19
19FE12105-111746-8,W395,1,17/02/19
19FE12105-111746-8,W421,1,17/02/19
19FE12105-111747-10,W395,2,17/02/19
19FE12105-111747-10,W445,2,17/02/19
19FE12105-111747-12,W395,1,17/02/19
19FE12105-111747-12,W431,2,17/02/19
19FE12105-111747-12,W445,1,17/02/19
19FE12105-111747-14,W431,1,17/02/19
19FE12105-111747-14,W445,1,17/02/19
19FE12105-111747-16,W178,1,17/02/19
19FE12105-111747-16,W395,1,17/02/19
19FE12105-111747-16,W431,2,17/02/19
19FE12105-111747-16,W445,1,17/02/19
19FE12105-111747-18,W421,1,17/02/19
19FE12105-111747-18,W445,1,17/02/19
19FE12105-111747-6,W395,1,17/02/19
19FE12105-111747-6,W431,1,17/02/19
19FE12105-111747-8,W395,1,17/02/19
19FE12105-111747-8,W445,2,17/02/19
19FE12107-111744-10,W431,3,17/02/19
19FE12107-111744-12,W445,1,17/02/19
19FE12107-111744-14,W445,1,17/02/19
19FE12107-111744-16,W421,1,17/02/19
19FE12107-111744-16,W431,1,17/02/19
19FE12107-111744-18,W431,1,17/02/19
19FE12107-111744-8,W395,2,17/02/19
19FE12107-111744-8,W431,2,17/02/19
19FE12107-111744-8,W445,1,17/02/19
19FE12107-111745-12,W421,1,17/02/19
19FE12107-111745-14,W431,1,17/02/19
19FE12107-111745-16,W395,1,17/02/19
19FE12107-111745-16,W421,1,17/02/19
19FE12107-111745-16,W431,1,17/02/19
19FE12107-111745-6,W421,1,17/02/19
19FE12107-111745-8,W395,2,17/02/19
19FE12107-111745-8,W431,1,17/02/19
19FE12107-111745-8,W445,1,17/02/19
