Product_Code,Store_Code,Closing Inventory,Date
19CR1094-46971-WM,W460,8,10/02/19
19CR1094-46971-WM,W471,3,10/02/19
19CR1094-46971-WM,W473,3,10/02/19
19CR1094-46971-WS,W178,7,10/02/19
19CR1094-46971-WS,W243,7,10/02/19
19CR1094-46971-WS,W270,3,10/02/19
19CR1094-46971-WS,W334,3,10/02/19
19CR1094-46971-WS,W358,4,10/02/19
19CR1094-46971-WS,W395,4,10/02/19
19CR1094-46971-WS,W421,5,10/02/19
19CR1094-46971-WS,W425,5,10/02/19
19CR1094-46971-WS,W431,5,10/02/19
19CR1094-46971-WS,W445,4,10/02/19
19CR1094-46971-WS,W454,5,10/02/19
19CR1094-46971-WS,W460,8,10/02/19
19CR1094-46971-WS,W471,2,10/02/19
19CR1094-46971-WS,W473,2,10/02/19
19CR1094-47527-WL,W178,8,10/02/19
19CR1094-47527-WL,W243,1,10/02/19
19CR1094-47527-WL,W270,1,10/02/19
19CR1094-47527-WL,W334,2,10/02/19
19CR1094-47527-WL,W358,1,10/02/19
19CR1094-47527-WL,W395,7,10/02/19
19CR1094-47527-WL,W421,8,10/02/19
19CR1094-47527-WL,W431,8,10/02/19
19CR1094-47527-WL,W445,1,10/02/19
19CR1094-47527-WL,W454,2,10/02/19
19CR1094-47527-WL,W471,3,10/02/19
19CR1094-47527-WL,W473,3,10/02/19
19CR1094-47527-WM,W178,7,10/02/19
19CR1094-47527-WM,W243,3,10/02/19
19CR1094-47527-WM,W270,1,10/02/19
19CR1094-47527-WM,W358,1,10/02/19
19CR1094-47527-WM,W395,4,10/02/19
19CR1094-47527-WM,W421,2,10/02/19
19CR1094-47527-WM,W431,9,10/02/19
19CR1094-47527-WM,W454,3,10/02/19
19CR1094-47527-WM,W471,3,10/02/19
19CR1094-47527-WM,W473,1,10/02/19
19CR1094-47527-WS,W178,2,10/02/19
19CR1094-47527-WS,W243,2,10/02/19
19CR1094-47527-WS,W358,2,10/02/19
19CR1094-47527-WS,W421,3,10/02/19
19CR1094-47527-WS,W431,4,10/02/19
19CR1094-47527-WS,W454,2,10/02/19
19CR1094-47527-WS,W473,1,10/02/19
19CR160105-47447-WL,W178,3,10/02/19
19CR160105-47447-WL,W243,1,10/02/19
19CR160105-47447-WL,W270,2,10/02/19
19CR160105-47447-WL,W334,2,10/02/19
19CR160105-47447-WL,W395,2,10/02/19
19CR160105-47447-WL,W425,4,10/02/19
19CR160105-47447-WL,W445,1,10/02/19
19CR160105-47447-WL,W454,38,10/02/19
19CR160105-47447-WL,W460,40,10/02/19
19CR160105-47447-WM,W178,1,10/02/19
19CR160105-47447-WM,W243,1,10/02/19
19CR160105-47447-WM,W270,2,10/02/19
19CR160105-47447-WM,W334,5,10/02/19
19CR160105-47447-WM,W358,3,10/02/19
19CR160105-47447-WM,W395,1,10/02/19
19CR160105-47447-WM,W421,2,10/02/19
19CR160105-47447-WM,W425,3,10/02/19
19CR160105-47447-WM,W431,3,10/02/19
19CR160105-47447-WM,W454,39,10/02/19
19CR160105-47447-WM,W460,40,10/02/19
19CR160105-47447-WM,W471,3,10/02/19
19CR160105-47447-WM,W473,2,10/02/19
19CR160105-47447-WS,W178,3,10/02/19
19CR160105-47447-WS,W243,2,10/02/19
19CR160105-47447-WS,W334,2,10/02/19
19CR160105-47447-WS,W395,1,10/02/19
19CR160105-47447-WS,W421,1,10/02/19
19CR160105-47447-WS,W431,2,10/02/19
19CR160105-47447-WS,W454,19,10/02/19
19CR160105-47447-WS,W460,20,10/02/19
19CR160105-47447-WS,W471,1,10/02/19
19CR160105-47447-WS,W473,2,10/02/19
19CR160105-47453-WL,W178,6,10/02/19
19CR160105-47453-WL,W270,1,10/02/19
19CR160105-47453-WL,W334,2,10/02/19
19CR160105-47453-WL,W358,5,10/02/19
19CR160105-47453-WL,W395,1,10/02/19
19CR160105-47453-WL,W425,4,10/02/19
19CR160105-47453-WL,W431,4,10/02/19
19CR160105-47453-WL,W454,39,10/02/19
19CR160105-47453-WL,W460,40,10/02/19
19CR160105-47453-WL,W473,1,10/02/19
19CR160105-47453-WM,W178,6,10/02/19
19CR160105-47453-WM,W270,1,10/02/19
19CR160105-47453-WM,W334,4,10/02/19
19CR160105-47453-WM,W421,2,10/02/19
19CR160105-47453-WM,W425,4,10/02/19
19CR160105-47453-WM,W431,7,10/02/19
19CR160105-47453-WM,W454,39,10/02/19
19CR160105-47453-WM,W460,39,10/02/19
19CR160105-47453-WM,W473,3,10/02/19
19CR160105-47453-WS,W178,2,10/02/19
19CR160105-47453-WS,W334,2,10/02/19
19CR160105-47453-WS,W358,1,10/02/19
19CR160105-47453-WS,W421,1,10/02/19
19CR160105-47453-WS,W425,1,10/02/19
19CR160105-47453-WS,W431,2,10/02/19
19CR160105-47453-WS,W454,15,10/02/19
19CR160105-47453-WS,W460,20,10/02/19
19CR160105-47453-WS,W473,2,10/02/19
19CR181110-69295-WFS,W178,7,10/02/19
19CR181110-69295-WFS,W243,6,10/02/19
19CR181110-69295-WFS,W395,11,10/02/19
19CR181110-69295-WFS,W421,4,10/02/19
19CR181110-69295-WFS,W425,2,10/02/19
19CR181110-69295-WFS,W431,12,10/02/19
19CR181110-69295-WFS,W445,2,10/02/19
19CR181110-69295-WFS,W454,9,10/02/19
19CR181110-69295-WFS,W460,5,10/02/19
19CR181110-69295-WFS,W471,3,10/02/19
19CR181110-69295-WFS,W473,5,10/02/19
19CR260151-211345-10,W178,9,10/02/19
19CR260151-211345-10,W243,8,10/02/19
19CR260151-211345-10,W270,7,10/02/19
19CR260151-211345-10,W334,4,10/02/19
19CR260151-211345-10,W358,8,10/02/19
19CR260151-211345-10,W395,7,10/02/19
19CR260151-211345-10,W421,10,10/02/19
19CR260151-211345-10,W425,8,10/02/19
19CR260151-211345-10,W431,9,10/02/19
19CR260151-211345-10,W445,6,10/02/19
19CR260151-211345-10,W454,9,10/02/19
19CR260151-211345-10,W460,8,10/02/19
19CR260151-211345-10,W471,4,10/02/19
19CR260151-211345-10,W473,4,10/02/19
19CR260151-211345-12,W178,9,10/02/19
19CR260151-211345-12,W243,7,10/02/19
19CR260151-211345-12,W270,8,10/02/19
19CR260151-211345-12,W334,4,10/02/19
19CR260151-211345-12,W358,10,10/02/19
19CR260151-211345-12,W395,10,10/02/19
19CR260151-211345-12,W421,10,10/02/19
19CR260151-211345-12,W425,8,10/02/19
19CR260151-211345-12,W431,10,10/02/19
19CR260151-211345-12,W445,5,10/02/19
19CR260151-211345-12,W454,10,10/02/19
19CR260151-211345-12,W460,8,10/02/19
19CR260151-211345-12,W471,4,10/02/19
19CR260151-211345-12,W473,3,10/02/19
19CR260151-211345-14,W178,10,10/02/19
19CR260151-211345-14,W243,7,10/02/19
19CR260151-211345-14,W270,8,10/02/19
19CR260151-211345-14,W334,3,10/02/19
19CR260151-211345-14,W358,7,10/02/19
19CR260151-211345-14,W395,10,10/02/19
19CR260151-211345-14,W421,10,10/02/19
19CR260151-211345-14,W425,8,10/02/19
19CR260151-211345-14,W431,8,10/02/19
19CR260151-211345-14,W445,5,10/02/19
19CR260151-211345-14,W454,9,10/02/19
19CR260151-211345-14,W460,8,10/02/19
19CR260151-211345-14,W471,4,10/02/19
19CR260151-211345-14,W473,4,10/02/19
19CR260151-211345-16,W178,5,10/02/19
19CR260151-211345-16,W243,4,10/02/19
19CR260151-211345-16,W270,4,10/02/19
19CR260151-211345-16,W334,2,10/02/19
19CR260151-211345-16,W358,5,10/02/19
19CR260151-211345-16,W395,5,10/02/19
19CR260151-211345-16,W421,5,10/02/19
19CR260151-211345-16,W425,4,10/02/19
19CR260151-211345-16,W431,4,10/02/19
19CR260151-211345-16,W445,3,10/02/19
19CR260151-211345-16,W454,5,10/02/19
19CR260151-211345-16,W460,4,10/02/19
19CR260151-211345-16,W471,2,10/02/19
19CR260151-211345-16,W473,2,10/02/19
19CR260151-211345-6,W178,5,10/02/19
19CR260151-211345-6,W243,3,10/02/19
19CR260151-211345-6,W270,3,10/02/19
19CR260151-211345-6,W334,2,10/02/19
19CR260151-211345-6,W358,5,10/02/19
19CR260151-211345-6,W395,5,10/02/19
19CR260151-211345-6,W421,5,10/02/19
19CR260151-211345-6,W425,4,10/02/19
19CR260151-211345-6,W431,5,10/02/19
19CR260151-211345-6,W445,3,10/02/19
19CR260151-211345-6,W454,5,10/02/19
19CR260151-211345-6,W460,4,10/02/19
19CR260151-211345-6,W471,2,10/02/19
19CR260151-211345-6,W473,2,10/02/19
19CR260151-211345-8,W178,10,10/02/19
19CR260151-211345-8,W243,8,10/02/19
19CR260151-211345-8,W270,7,10/02/19
19CR260151-211345-8,W334,4,10/02/19
19CR260151-211345-8,W358,9,10/02/19
19CR260151-211345-8,W395,9,10/02/19
19CR260151-211345-8,W421,9,10/02/19
19CR260151-211345-8,W425,8,10/02/19
19CR260151-211345-8,W431,10,10/02/19
19CR260151-211345-8,W445,6,10/02/19
19CR260151-211345-8,W454,10,10/02/19
19CR260151-211345-8,W460,8,10/02/19
19CR260151-211345-8,W471,4,10/02/19
19CR260151-211345-8,W473,3,10/02/19
19CR260151-68939-10,W178,9,10/02/19
19CR260151-68939-10,W243,10,10/02/19
19CR260151-68939-10,W270,8,10/02/19
19CR260151-68939-10,W334,4,10/02/19
19CR260151-68939-10,W358,10,10/02/19
19CR260151-68939-10,W395,10,10/02/19
19CR260151-68939-10,W421,10,10/02/19
19CR260151-68939-10,W425,9,10/02/19
19CR260151-68939-10,W431,8,10/02/19
19CR260151-68939-10,W445,9,10/02/19
19CR260151-68939-10,W454,31,10/02/19
19CR260151-68939-10,W460,26,10/02/19
19CR260151-68939-10,W471,4,10/02/19
19CR260151-68939-10,W473,3,10/02/19
19CR260151-68939-12,W178,9,10/02/19
19CR260151-68939-12,W243,9,10/02/19
19CR260151-68939-12,W270,6,10/02/19
19CR260151-68939-12,W334,4,10/02/19
19CR260151-68939-12,W358,9,10/02/19
19CR260151-68939-12,W395,10,10/02/19
19CR260151-68939-12,W421,9,10/02/19
19CR260151-68939-12,W425,8,10/02/19
19CR260151-68939-12,W431,7,10/02/19
19CR260151-68939-12,W445,9,10/02/19
19CR260151-68939-12,W454,21,10/02/19
19CR260151-68939-12,W460,14,10/02/19
19CR260151-68939-12,W471,4,10/02/19
19CR260151-68939-12,W473,4,10/02/19
19CR260151-68939-14,W178,9,10/02/19
19CR260151-68939-14,W243,9,10/02/19
19CR260151-68939-14,W270,8,10/02/19
19CR260151-68939-14,W334,4,10/02/19
19CR260151-68939-14,W358,10,10/02/19
19CR260151-68939-14,W395,10,10/02/19
19CR260151-68939-14,W421,9,10/02/19
19CR260151-68939-14,W425,8,10/02/19
19CR260151-68939-14,W431,9,10/02/19
19CR260151-68939-14,W445,6,10/02/19
19CR260151-68939-14,W454,21,10/02/19
19CR260151-68939-14,W460,19,10/02/19
19CR260151-68939-14,W471,4,10/02/19
19CR260151-68939-14,W473,4,10/02/19
19CR260151-68939-16,W178,5,10/02/19
19CR260151-68939-16,W243,5,10/02/19
19CR260151-68939-16,W270,4,10/02/19
19CR260151-68939-16,W334,2,10/02/19
19CR260151-68939-16,W358,5,10/02/19
19CR260151-68939-16,W395,5,10/02/19
19CR260151-68939-16,W421,4,10/02/19
19CR260151-68939-16,W425,6,10/02/19
19CR260151-68939-16,W431,5,10/02/19
19CR260151-68939-16,W445,4,10/02/19
19CR260151-68939-16,W454,14,10/02/19
19CR260151-68939-16,W460,10,10/02/19
19CR260151-68939-16,W471,2,10/02/19
19CR260151-68939-16,W473,2,10/02/19
19CR260151-68939-6,W178,5,10/02/19
19CR260151-68939-6,W243,5,10/02/19
19CR260151-68939-6,W270,4,10/02/19
19CR260151-68939-6,W334,2,10/02/19
19CR260151-68939-6,W358,5,10/02/19
19CR260151-68939-6,W395,5,10/02/19
19CR260151-68939-6,W421,5,10/02/19
19CR260151-68939-6,W425,5,10/02/19
19CR260151-68939-6,W431,4,10/02/19
19CR260151-68939-6,W445,7,10/02/19
19CR260151-68939-6,W454,15,10/02/19
19CR260151-68939-6,W460,14,10/02/19
19CR260151-68939-6,W471,3,10/02/19
19CR260151-68939-6,W473,2,10/02/19
19CR260151-68939-8,W178,10,10/02/19
19CR260151-68939-8,W243,10,10/02/19
19CR260151-68939-8,W270,7,10/02/19
19CR260151-68939-8,W334,4,10/02/19
19CR260151-68939-8,W358,10,10/02/19
19CR260151-68939-8,W395,10,10/02/19
19CR260151-68939-8,W421,10,10/02/19
19CR260151-68939-8,W425,9,10/02/19
19CR260151-68939-8,W431,10,10/02/19
19CR260151-68939-8,W445,13,10/02/19
19CR260151-68939-8,W454,27,10/02/19
19CR260151-68939-8,W460,29,10/02/19
19CR260151-68939-8,W471,4,10/02/19
19CR260151-68939-8,W473,3,10/02/19
19CR260151-68944-10,W178,9,10/02/19
19CR260151-68944-10,W243,8,10/02/19
19CR260151-68944-10,W270,4,10/02/19
19CR260151-68944-10,W334,4,10/02/19
19CR260151-68944-10,W358,6,10/02/19
19CR260151-68944-10,W395,10,10/02/19
19CR260151-68944-10,W421,10,10/02/19
19CR260151-68944-10,W425,8,10/02/19
19CR260151-68944-10,W431,8,10/02/19
19CR260151-68944-10,W445,4,10/02/19
19CR260151-68944-10,W454,7,10/02/19
19CR260151-68944-10,W460,7,10/02/19
19CR260151-68944-10,W471,2,10/02/19
19CR260151-68944-10,W473,4,10/02/19
19CR260151-68944-12,W178,9,10/02/19
19CR260151-68944-12,W243,5,10/02/19
19CR260151-68944-12,W270,5,10/02/19
19CR260151-68944-12,W334,4,10/02/19
19CR260151-68944-12,W358,8,10/02/19
19CR260151-68944-12,W395,10,10/02/19
19CR260151-68944-12,W421,9,10/02/19
19CR260151-68944-12,W425,6,10/02/19
19CR260151-68944-12,W431,9,10/02/19
19CR260151-68944-12,W445,5,10/02/19
19CR260151-68944-12,W454,9,10/02/19
19CR260151-68944-12,W460,7,10/02/19
19CR260151-68944-12,W471,3,10/02/19
19CR260151-68944-12,W473,4,10/02/19
19CR260151-68944-14,W178,8,10/02/19
19CR260151-68944-14,W243,6,10/02/19
19CR260151-68944-14,W270,5,10/02/19
19CR260151-68944-14,W334,3,10/02/19
19CR260151-68944-14,W358,8,10/02/19
19CR260151-68944-14,W395,9,10/02/19
19CR260151-68944-14,W421,10,10/02/19
19CR260151-68944-14,W425,8,10/02/19
19CR260151-68944-14,W431,10,10/02/19
19CR260151-68944-14,W445,5,10/02/19
19CR260151-68944-14,W454,9,10/02/19
19CR260151-68944-14,W460,8,10/02/19
19CR260151-68944-14,W471,2,10/02/19
19CR260151-68944-14,W473,4,10/02/19
19CR260151-68944-16,W178,4,10/02/19
19CR260151-68944-16,W243,3,10/02/19
19CR260151-68944-16,W270,4,10/02/19
19CR260151-68944-16,W334,2,10/02/19
19CR260151-68944-16,W358,2,10/02/19
19CR260151-68944-16,W395,4,10/02/19
19CR260151-68944-16,W421,4,10/02/19
19CR260151-68944-16,W425,4,10/02/19
19CR260151-68944-16,W431,4,10/02/19
19CR260151-68944-16,W445,3,10/02/19
19CR260151-68944-16,W454,5,10/02/19
19CR260151-68944-16,W460,4,10/02/19
19CR260151-68944-16,W471,2,10/02/19
19CR260151-68944-16,W473,2,10/02/19
19CR260151-68944-6,W178,1,10/02/19
19CR260151-68944-6,W334,2,10/02/19
19CR260151-68944-6,W358,3,10/02/19
19CR260151-68944-6,W395,5,10/02/19
19CR260151-68944-6,W421,5,10/02/19
19CR260151-68944-6,W425,4,10/02/19
19CR260151-68944-6,W431,5,10/02/19
19CR260151-68944-6,W445,3,10/02/19
19CR260151-68944-6,W454,5,10/02/19
19CR260151-68944-6,W460,1,10/02/19
19CR260151-68944-6,W471,2,10/02/19
19CR260151-68944-6,W473,2,10/02/19
19CR260151-68944-8,W178,9,10/02/19
19CR260151-68944-8,W243,8,10/02/19
19CR260151-68944-8,W270,6,10/02/19
19CR260151-68944-8,W334,4,10/02/19
19CR260151-68944-8,W358,9,10/02/19
19CR260151-68944-8,W395,10,10/02/19
19CR260151-68944-8,W421,10,10/02/19
19CR260151-68944-8,W425,8,10/02/19
19CR260151-68944-8,W431,9,10/02/19
19CR260151-68944-8,W445,6,10/02/19
19CR260151-68944-8,W454,10,10/02/19
19CR260151-68944-8,W460,5,10/02/19
19CR260151-68944-8,W471,4,10/02/19
19CR260151-68944-8,W473,4,10/02/19
19CR260151-68947-10,W178,10,10/02/19
19CR260151-68947-10,W243,8,10/02/19
19CR260151-68947-10,W270,8,10/02/19
19CR260151-68947-10,W334,4,10/02/19
19CR260151-68947-10,W358,10,10/02/19
19CR260151-68947-10,W395,10,10/02/19
19CR260151-68947-10,W421,10,10/02/19
19CR260151-68947-10,W425,8,10/02/19
19CR260151-68947-10,W431,7,10/02/19
19CR260151-68947-10,W445,6,10/02/19
19CR260151-68947-10,W454,9,10/02/19
19CR260151-68947-10,W460,6,10/02/19
19CR260151-68947-10,W471,4,10/02/19
19CR260151-68947-10,W473,4,10/02/19
19CR260151-68947-12,W178,10,10/02/19
19CR260151-68947-12,W243,8,10/02/19
19CR260151-68947-12,W270,8,10/02/19
19CR260151-68947-12,W334,4,10/02/19
19CR260151-68947-12,W358,10,10/02/19
19CR260151-68947-12,W395,9,10/02/19
19CR260151-68947-12,W421,10,10/02/19
19CR260151-68947-12,W425,8,10/02/19
19CR260151-68947-12,W431,10,10/02/19
19CR260151-68947-12,W445,12,10/02/19
19CR260151-68947-12,W454,10,10/02/19
19CR260151-68947-12,W460,5,10/02/19
19CR260151-68947-12,W471,5,10/02/19
19CR260151-68947-12,W473,4,10/02/19
19CR260151-68947-14,W178,10,10/02/19
19CR260151-68947-14,W243,8,10/02/19
19CR260151-68947-14,W270,8,10/02/19
19CR260151-68947-14,W334,4,10/02/19
19CR260151-68947-14,W358,10,10/02/19
19CR260151-68947-14,W395,10,10/02/19
19CR260151-68947-14,W421,9,10/02/19
19CR260151-68947-14,W425,8,10/02/19
19CR260151-68947-14,W431,9,10/02/19
19CR260151-68947-14,W445,8,10/02/19
19CR260151-68947-14,W454,10,10/02/19
19CR260151-68947-14,W460,7,10/02/19
19CR260151-68947-14,W471,5,10/02/19
19CR260151-68947-14,W473,4,10/02/19
19CR260151-68947-16,W178,5,10/02/19
19CR260151-68947-16,W243,4,10/02/19
19CR260151-68947-16,W270,4,10/02/19
19CR260151-68947-16,W334,2,10/02/19
19CR260151-68947-16,W358,5,10/02/19
19CR260151-68947-16,W395,5,10/02/19
19CR260151-68947-16,W421,5,10/02/19
19CR260151-68947-16,W425,4,10/02/19
19CR260151-68947-16,W431,5,10/02/19
19CR260151-68947-16,W445,2,10/02/19
19CR260151-68947-16,W454,4,10/02/19
19CR260151-68947-16,W460,4,10/02/19
19CR260151-68947-16,W471,2,10/02/19
19CR260151-68947-16,W473,1,10/02/19
19CR260151-68947-6,W178,5,10/02/19
19CR260151-68947-6,W243,4,10/02/19
19CR260151-68947-6,W270,4,10/02/19
19CR260151-68947-6,W334,2,10/02/19
19CR260151-68947-6,W358,5,10/02/19
19CR260151-68947-6,W395,5,10/02/19
19CR260151-68947-6,W421,5,10/02/19
19CR260151-68947-6,W425,4,10/02/19
19CR260151-68947-6,W431,5,10/02/19
19CR260151-68947-6,W445,6,10/02/19
19CR260151-68947-6,W454,5,10/02/19
19CR260151-68947-6,W460,3,10/02/19
19CR260151-68947-6,W471,3,10/02/19
19CR260151-68947-6,W473,2,10/02/19
19CR260151-68947-8,W178,10,10/02/19
19CR260151-68947-8,W243,8,10/02/19
19CR260151-68947-8,W270,8,10/02/19
19CR260151-68947-8,W334,4,10/02/19
19CR260151-68947-8,W358,10,10/02/19
19CR260151-68947-8,W395,10,10/02/19
19CR260151-68947-8,W421,10,10/02/19
19CR260151-68947-8,W425,8,10/02/19
19CR260151-68947-8,W431,10,10/02/19
19CR260151-68947-8,W445,10,10/02/19
19CR260151-68947-8,W454,10,10/02/19
19CR260151-68947-8,W460,7,10/02/19
19CR260151-68947-8,W471,5,10/02/19
19CR260151-68947-8,W473,2,10/02/19
19CR260151-68948-10,W178,10,10/02/19
19CR260151-68948-10,W243,9,10/02/19
19CR260151-68948-10,W270,8,10/02/19
19CR260151-68948-10,W334,4,10/02/19
19CR260151-68948-10,W358,8,10/02/19
19CR260151-68948-10,W395,10,10/02/19
19CR260151-68948-10,W421,9,10/02/19
19CR260151-68948-10,W425,9,10/02/19
19CR260151-68948-10,W431,7,10/02/19
19CR260151-68948-10,W445,8,10/02/19
19CR260151-68948-10,W454,34,10/02/19
19CR260151-68948-10,W460,27,10/02/19
19CR260151-68948-10,W471,4,10/02/19
19CR260151-68948-10,W473,3,10/02/19
19CR260151-68948-12,W178,9,10/02/19
19CR260151-68948-12,W243,9,10/02/19
19CR260151-68948-12,W270,8,10/02/19
19CR260151-68948-12,W334,4,10/02/19
19CR260151-68948-12,W358,8,10/02/19
19CR260151-68948-12,W395,8,10/02/19
19CR260151-68948-12,W421,10,10/02/19
19CR260151-68948-12,W425,10,10/02/19
19CR260151-68948-12,W431,10,10/02/19
19CR260151-68948-12,W445,11,10/02/19
19CR260151-68948-12,W454,27,10/02/19
19CR260151-68948-12,W460,23,10/02/19
19CR260151-68948-12,W471,6,10/02/19
19CR260151-68948-12,W473,3,10/02/19
19CR260151-68948-14,W178,9,10/02/19
19CR260151-68948-14,W243,9,10/02/19
19CR260151-68948-14,W270,8,10/02/19
19CR260151-68948-14,W334,4,10/02/19
19CR260151-68948-14,W358,10,10/02/19
19CR260151-68948-14,W395,10,10/02/19
19CR260151-68948-14,W421,7,10/02/19
19CR260151-68948-14,W425,8,10/02/19
19CR260151-68948-14,W431,10,10/02/19
19CR260151-68948-14,W445,6,10/02/19
19CR260151-68948-14,W454,23,10/02/19
19CR260151-68948-14,W460,22,10/02/19
19CR260151-68948-14,W471,4,10/02/19
19CR260151-68948-14,W473,4,10/02/19
19CR260151-68948-16,W178,5,10/02/19
19CR260151-68948-16,W243,5,10/02/19
19CR260151-68948-16,W270,4,10/02/19
19CR260151-68948-16,W334,2,10/02/19
19CR260151-68948-16,W358,5,10/02/19
19CR260151-68948-16,W395,3,10/02/19
19CR260151-68948-16,W421,5,10/02/19
19CR260151-68948-16,W425,5,10/02/19
19CR260151-68948-16,W431,5,10/02/19
19CR260151-68948-16,W445,4,10/02/19
19CR260151-68948-16,W454,13,10/02/19
19CR260151-68948-16,W460,9,10/02/19
19CR260151-68948-16,W471,2,10/02/19
19CR260151-68948-16,W473,1,10/02/19
19CR260151-68948-6,W178,5,10/02/19
19CR260151-68948-6,W243,5,10/02/19
19CR260151-68948-6,W270,4,10/02/19
19CR260151-68948-6,W334,2,10/02/19
19CR260151-68948-6,W358,5,10/02/19
19CR260151-68948-6,W395,3,10/02/19
19CR260151-68948-6,W421,5,10/02/19
19CR260151-68948-6,W425,4,10/02/19
19CR260151-68948-6,W431,5,10/02/19
19CR260151-68948-6,W445,7,10/02/19
19CR260151-68948-6,W454,15,10/02/19
19CR260151-68948-6,W460,15,10/02/19
19CR260151-68948-6,W471,2,10/02/19
19CR260151-68948-6,W473,1,10/02/19
19CR260151-68948-8,W178,9,10/02/19
19CR260151-68948-8,W243,9,10/02/19
19CR260151-68948-8,W270,8,10/02/19
19CR260151-68948-8,W334,4,10/02/19
19CR260151-68948-8,W358,8,10/02/19
19CR260151-68948-8,W395,9,10/02/19
19CR260151-68948-8,W421,8,10/02/19
19CR260151-68948-8,W425,7,10/02/19
19CR260151-68948-8,W431,9,10/02/19
19CR260151-68948-8,W445,14,10/02/19
19CR260151-68948-8,W454,29,10/02/19
19CR260151-68948-8,W460,23,10/02/19
19CR260151-68948-8,W471,6,10/02/19
19CR260151-68948-8,W473,3,10/02/19
19CRS80550-65050-WFS,W178,5,10/02/19
19CRS80550-65050-WFS,W243,6,10/02/19
19CRS80550-65050-WFS,W270,2,10/02/19
19CRS80550-65050-WFS,W334,1,10/02/19
19CRS80550-65050-WFS,W358,5,10/02/19
19CRS80550-65050-WFS,W395,7,10/02/19
19CRS80550-65050-WFS,W421,5,10/02/19
19CRS80550-65050-WFS,W431,2,10/02/19
19CRS80550-65050-WFS,W454,38,10/02/19
19CRS80550-65050-WFS,W460,40,10/02/19
19CRS80550-65050-WFS,W471,5,10/02/19
19CRS80550-65050-WFS,W473,4,10/02/19
19FE12104-211287-10,W421,1,10/02/19
19FE12104-211287-10,W431,3,10/02/19
19FE12104-211287-10,W445,2,10/02/19
19FE12104-211287-12,W178,2,10/02/19
19FE12104-211287-12,W395,3,10/02/19
19FE12104-211287-12,W421,3,10/02/19
19FE12104-211287-12,W445,3,10/02/19
19FE12104-211287-14,W395,2,10/02/19
19FE12104-211287-14,W445,1,10/02/19
19FE12104-211287-16,W178,1,10/02/19
19FE12104-211287-16,W395,1,10/02/19
19FE12104-211287-16,W431,2,10/02/19
19FE12104-211287-16,W445,2,10/02/19
19FE12104-211287-18,W431,1,10/02/19
19FE12104-211287-18,W445,1,10/02/19
19FE12104-211287-6,W431,1,10/02/19
