Product_Code,Store_Code,BSQ
19FEW11677-110881-6,W178,1
19FEW11677-110881-8,W178,2
19FEW11679-110856-10,W178,2
19FEW11679-110856-12,W178,2
19FEW11679-110856-14,W178,2
19FEW11679-110856-16,W178,2
19FEW11679-110856-18,W178,1
19FEW11679-110856-6,W178,1
19FEW11679-110856-8,W178,2
19FEW11680-111455-10,W178,3
19FEW11680-111455-12,W178,3
19FEW11680-111455-14,W178,2
19FEW11680-111455-16,W178,2
19FEW11680-111455-18,W178,2
19FEW11680-111455-6,W178,2
19FEW11680-111455-8,W178,3
19FEW11686-110827-10,W178,3
19FEW11686-110827-12,W178,3
19FEW11686-110827-14,W178,2
19FEW11686-110827-16,W178,2
19FEW11686-110827-18,W178,2
19FEW11686-110827-6,W178,2
19FEW11686-110827-8,W178,3
19FEW11687-111415-10,W178,3
19FEW11687-111415-12,W178,2
19FEW11687-111415-14,W178,2
19FEW11687-111415-16,W178,2
19FEW11687-111415-18,W178,1
19FEW11687-111415-6,W178,2
19FEW11687-111415-8,W178,3
19FEW11689-110870-10,W178,3
19FEW11689-110870-12,W178,3
19FEW11689-110870-14,W178,3
19FEW11689-110870-16,W178,3
19FEW11689-110870-18,W178,3
19FEW11689-110870-6,W178,2
19FEW11689-110870-8,W178,3
19FEW11690-110832-10,W178,3
19FEW11690-110832-12,W178,2
19FEW11690-110832-14,W178,2
19FEW11690-110832-16,W178,2
19FEW11690-110832-18,W178,2
19FEW11690-110832-6,W178,2
19FEW11690-110832-8,W178,3
19FEW11690-110834-10,W178,3
19FEW11690-110834-12,W178,2
19FEW11690-110834-14,W178,2
19FEW11690-110834-16,W178,2
19FEW11690-110834-18,W178,2
19FEW11690-110834-6,W178,2
19FEW11690-110834-8,W178,3
19FEW11691-110853-10,W178,2
19FEW11691-110853-12,W178,2
19FEW11691-110853-14,W178,2
19FEW11691-110853-16,W178,2
19FEW11691-110853-18,W178,1
19FEW11691-110853-6,W178,1
19FEW11691-110853-8,W178,2
19FEW11693-110864-10,W178,4
19FEW11693-110864-12,W178,4
19FEW11693-110864-14,W178,3
19FEW11693-110864-16,W178,3
19FEW11693-110864-18,W178,3
19FEW11693-110864-6,W178,3
19FEW11693-110864-8,W178,4
19FEW11694-110849-10,W178,3
19FEW11694-110849-12,W178,3
19FEW11694-110849-14,W178,3
19FEW11694-110849-16,W178,3
19FEW11694-110849-18,W178,2
19FEW11694-110849-6,W178,2
19FEW11694-110849-8,W178,3
19FEW11770-110746-10,W178,2
19FEW11770-110746-12,W178,2
19FEW11770-110746-14,W178,1
19FEW11770-110746-16,W178,1
19FEW11770-110746-18,W178,1
19FEW11770-110746-6,W178,1
19FEW11770-110746-8,W178,2
19FEW11770-110748-10,W178,2
19FEW11770-110748-12,W178,2
19FEW11770-110748-14,W178,1
19FEW11770-110748-16,W178,1
19FEW11770-110748-18,W178,1
19FEW11770-110748-6,W178,1
19FEW11770-110748-8,W178,2
19FEW11771-110752-10,W178,3
19FEW11771-110752-12,W178,3
19FEW11771-110752-14,W178,3
19FEW11771-110752-16,W178,2
19FEW11771-110752-18,W178,2
19FEW11771-110752-6,W178,2
19FEW11771-110752-8,W178,3
19FEW11772-110772-10,W178,3
19FEW11772-110772-12,W178,3
19FEW11772-110772-14,W178,2
19FEW11772-110772-16,W178,2
19FEW11772-110772-18,W178,2
19FEW11772-110772-6,W178,2
19FEW11772-110772-8,W178,3
19FEW11775-110767-10,W178,3
19FEW11775-110767-12,W178,3
19FEW11775-110767-14,W178,2
19FEW11775-110767-16,W178,2
19FEW11775-110767-18,W178,2
19FEW11775-110767-6,W178,1
19FEW11775-110767-8,W178,2
19FEW11776-110774-10,W178,3
19FEW11776-110774-12,W178,3
19FEW11776-110774-14,W178,2
19FEW11776-110774-16,W178,2
19FEW11776-110774-18,W178,2
19FEW11776-110774-6,W178,1
19FEW11776-110774-8,W178,2
19FEW11777-110773-10,W178,3
19FEW11777-110773-12,W178,2
19FEW11777-110773-14,W178,2
19FEW11777-110773-16,W178,2
19FEW11777-110773-18,W178,2
19FEW11777-110773-6,W178,2
19FEW11777-110773-8,W178,3
19FEW11778-110744-10,W178,3
19FEW11778-110744-12,W178,3
19FEW11778-110744-14,W178,2
19FEW11778-110744-16,W178,2
19FEW11778-110744-18,W178,2
19FEW11778-110744-6,W178,2
19FEW11778-110744-8,W178,3
19FEW11782-110756-10,W178,3
19FEW11782-110756-12,W178,3
19FEW11782-110756-14,W178,2
19FEW11782-110756-16,W178,2
19FEW11782-110756-18,W178,2
19FEW11782-110756-6,W178,2
19FEW11782-110756-8,W178,3
19FEW11785-111047-10,W178,3
19FEW11785-111047-12,W178,3
19FEW11785-111047-14,W178,2
19FEW11785-111047-16,W178,2
19FEW11785-111047-18,W178,2
19FEW11785-111047-6,W178,2
19FEW11785-111047-8,W178,3
19FEW11786-310610-10,W178,3
19FEW11786-310610-12,W178,3
19FEW11786-310610-14,W178,2
19FEW11786-310610-16,W178,2
19FEW11786-310610-18,W178,2
19FEW11786-310610-6,W178,2
19FEW11786-310610-8,W178,3
19FEW11796-210595-10,W178,2
19FEW11796-210595-12,W178,2
19FEW11796-210595-14,W178,2
19FEW11796-210595-16,W178,1
19FEW11796-210595-18,W178,1
19FEW11796-210595-8,W178,3
19FEW11801-310369-10,W178,2
19FEW11801-310369-12,W178,2
19FEW11801-310369-14,W178,2
19FEW11801-310369-16,W178,2
19FEW11801-310369-18,W178,2
19FEW11801-310369-6,W178,1
19FEW11801-310369-8,W178,2
19FEW12060-110831-10,W178,3
19FEW12060-110831-12,W178,3
19FEW12060-110831-14,W178,2
19FEW12060-110831-16,W178,2
19FEW12060-110831-18,W178,2
19FEW12060-110831-6,W178,2
19FEW12060-110831-8,W178,3
19FEW12061-110882-10,W178,3
19FEW12061-110882-12,W178,3
19FEW12061-110882-14,W178,3
19FEW12061-110882-6,W178,3
19FEW12061-110882-8,W178,3
19FEW12069-110828-10,W178,3
19FEW12069-110828-12,W178,3
19FEW12069-110828-14,W178,3
19FEW12069-110828-16,W178,3
19FEW12069-110828-18,W178,3
19FEW12069-110828-6,W178,3
19FEW12069-110828-8,W178,3
19FEW17801-51435-10,W178,3
19FEW17801-51435-12,W178,3
19FEW17801-51435-14,W178,2
19FEW17801-51435-16,W178,2
19FEW17801-51435-18,W178,2
19FEW17801-51435-6,W178,1
19FEW17801-51435-8,W178,2
19FEW17802-51427-10,W178,3
19FEW17802-51427-12,W178,3
19FEW17802-51427-14,W178,3
19FEW17802-51427-16,W178,3
19FEW17802-51427-18,W178,2
19FEW17802-51427-6,W178,2
19FEW17802-51427-8,W178,3
19FEW17807-51458-10,W178,2
19FEW17807-51458-12,W178,2
19FEW17807-51458-14,W178,2
19FEW17807-51458-16,W178,2
19FEW17807-51458-18,W178,1
19FEW17807-51458-6,W178,1
19FEW17807-51458-8,W178,2
19FEW17810-51422-10,W178,3
19FEW17810-51422-12,W178,3
19FEW17810-51422-14,W178,3
19FEW17810-51422-16,W178,2
19FEW17810-51422-18,W178,2
19FEW17810-51422-6,W178,2
19FEW17810-51422-8,W178,3
19FEW17818-51432-10,W178,3
19FEW17818-51432-12,W178,3
19FEW17818-51432-14,W178,2
19FEW17818-51432-16,W178,2
19FEW17818-51432-18,W178,2
19FEW17818-51432-6,W178,2
19FEW17818-51432-8,W178,3
19FEW17821-68928-10,W178,2
19FEW17821-68928-12,W178,2
19FEW17821-68928-14,W178,1
19FEW17821-68928-16,W178,1
19FEW17821-68928-18,W178,1
19FEW17821-68928-6,W178,1
19FEW17821-68928-8,W178,2
19FEW17822-12174-10,W178,2
19FEW17822-12174-12,W178,2
19FEW17822-12174-14,W178,1
19FEW17822-12174-16,W178,1
19FEW17822-12174-6,W178,1
19FEW17822-12174-8,W178,2
19FEW17928-310526-10,W178,3
19FEW17928-310526-12,W178,3
19FEW17928-310526-14,W178,2
19FEW17928-310526-16,W178,2
19FEW17928-310526-18,W178,2
19FEW17928-310526-6,W178,2
19FEW17928-310526-8,W178,3
19FEW17928-310527-10,W178,3
19FEW17928-310527-12,W178,3
19FEW17928-310527-14,W178,2
19FEW17928-310527-16,W178,2
19FEW17928-310527-18,W178,2
19FEW17928-310527-6,W178,2
19FEW17928-310527-8,W178,3
19FEW17928-310528-10,W178,2
19FEW17928-310528-12,W178,2
19FEW17928-310528-14,W178,1
19FEW17928-310528-16,W178,1
19FEW17928-310528-18,W178,1
19FEW17928-310528-6,W178,1
19FEW17928-310528-8,W178,2
19FEW17928-310529-10,W178,2
19FEW17928-310529-12,W178,2
19FEW17928-310529-14,W178,2
19FEW17928-310529-16,W178,2
19FEW17928-310529-18,W178,1
19FEW17928-310529-6,W178,1
19FEW17928-310529-8,W178,2
19FEW11064-110211-10,W243,2
19FEW11064-110211-12,W243,2
19FEW11064-110211-14,W243,2
19FEW11064-110211-16,W243,2
19FEW11064-110211-18,W243,1
19FEW11064-110211-6,W243,1
19FEW11064-110211-8,W243,2
19FEW11075-110228-10,W243,1
19FEW11075-110228-12,W243,1
19FEW11075-110228-14,W243,1
19FEW11075-110228-16,W243,1
19FEW11075-110228-18,W243,1
19FEW11075-110228-6,W243,1
19FEW11075-110228-8,W243,1
19FEW11078-110201-10,W243,1
19FEW11078-110201-12,W243,1
19FEW11078-110201-14,W243,1
19FEW11078-110201-16,W243,1
19FEW11078-110201-18,W243,1
19FEW11078-110201-6,W243,1
19FEW11078-110201-8,W243,1
19FEW11087-110221-10,W243,2
19FEW11087-110221-12,W243,1
19FEW11087-110221-14,W243,2
19FEW11087-110221-16,W243,2
19FEW11087-110221-18,W243,1
19FEW11087-110221-6,W243,1
19FEW11087-110221-8,W243,2
19FEW11499-110200-10,W243,1
19FEW11499-110200-12,W243,1
19FEW11499-110200-14,W243,1
19FEW11499-110200-16,W243,1
19FEW11499-110200-18,W243,1
19FEW11499-110200-6,W243,1
19FEW11499-110200-8,W243,1
19FEW11542-211235-10,W243,1
19FEW11542-211235-12,W243,1
19FEW11542-211235-14,W243,1
19FEW11542-211235-16,W243,1
19FEW11542-211235-18,W243,1
19FEW11542-211235-6,W243,1
19FEW11542-211235-8,W243,1
19FEW11542-211275-10,W243,1
19FEW11542-211275-12,W243,1
19FEW11542-211275-14,W243,1
19FEW11542-211275-16,W243,1
19FEW11542-211275-18,W243,1
19FEW11542-211275-6,W243,1
19FEW11542-211275-8,W243,1
19FEW11542-211276-10,W243,1
19FEW11542-211276-12,W243,1
19FEW11542-211276-14,W243,1
19FEW11542-211276-16,W243,1
19FEW11542-211276-18,W243,1
19FEW11542-211276-6,W243,1
19FEW11542-211276-8,W243,1
19FEW11542-211277-10,W243,1
19FEW11542-211277-12,W243,1
19FEW11542-211277-14,W243,1
19FEW11542-211277-16,W243,1
19FEW11542-211277-18,W243,1
19FEW11542-211277-6,W243,1
19FEW11542-211277-8,W243,1
19FEW11542-211279-10,W243,1
19FEW11542-211279-12,W243,1
19FEW11542-211279-14,W243,1
19FEW11542-211279-16,W243,1
19FEW11542-211279-18,W243,1
19FEW11542-211279-6,W243,1
19FEW11542-211279-8,W243,1
19FEW11542-211282-10,W243,1
19FEW11542-211282-12,W243,1
19FEW11542-211282-14,W243,1
19FEW11542-211282-16,W243,1
19FEW11542-211282-18,W243,1
19FEW11542-211282-6,W243,1
19FEW11542-211282-8,W243,1
19FEW11542-211283-10,W243,1
19FEW11542-211283-12,W243,1
19FEW11542-211283-14,W243,1
19FEW11542-211283-16,W243,1
19FEW11542-211283-18,W243,1
19FEW11542-211283-6,W243,1
19FEW11542-211283-8,W243,1
19FEW11542-211284-10,W243,1
19FEW11542-211284-12,W243,1
19FEW11542-211284-14,W243,1
19FEW11542-211284-16,W243,1
19FEW11542-211284-18,W243,1
19FEW11542-211284-6,W243,1
19FEW11542-211284-8,W243,1
19FEW11542-211520-10,W243,1
19FEW11542-211520-12,W243,1
19FEW11542-211520-14,W243,1
19FEW11542-211520-16,W243,1
19FEW11542-211520-18,W243,1
19FEW11542-211520-6,W243,1
19FEW11542-211520-8,W243,1
19FEW11542-211521-10,W243,1
19FEW11542-211521-12,W243,1
19FEW11542-211521-14,W243,1
19FEW11542-211521-16,W243,1
19FEW11542-211521-18,W243,1
19FEW11542-211521-6,W243,1
19FEW11542-211521-8,W243,1
19FEW11542-211525-10,W243,1
19FEW11542-211525-12,W243,1
19FEW11542-211525-14,W243,1
19FEW11542-211525-16,W243,1
19FEW11542-211525-18,W243,1
19FEW11542-211525-6,W243,1
19FEW11542-211525-8,W243,1
19FEW11542-211527-10,W243,1
19FEW11542-211527-12,W243,1
19FEW11542-211527-14,W243,1
19FEW11542-211527-16,W243,1
19FEW11542-211527-18,W243,1
19FEW11542-211527-6,W243,1
19FEW11542-211527-8,W243,1
19FEW11542-211536-10,W243,1
19FEW11542-211536-12,W243,1
19FEW11542-211536-14,W243,1
19FEW11542-211536-16,W243,1
19FEW11542-211536-18,W243,1
19FEW11542-211536-6,W243,1
19FEW11542-211536-8,W243,2
19FEW11542-211538-10,W243,1
19FEW11542-211538-12,W243,1
19FEW11542-211538-14,W243,1
19FEW11542-211538-16,W243,1
19FEW11542-211538-18,W243,1
19FEW11542-211538-6,W243,1
19FEW11542-211538-8,W243,1
19FEW11542-211539-10,W243,1
19FEW11542-211539-12,W243,1
19FEW11542-211539-14,W243,1
19FEW11542-211539-16,W243,1
19FEW11542-211539-18,W243,1
19FEW11542-211539-6,W243,1
19FEW11542-211539-8,W243,1
19FEW11542-211540-10,W243,1
19FEW11542-211540-12,W243,1
19FEW11542-211540-14,W243,1
19FEW11542-211540-16,W243,1
19FEW11542-211540-18,W243,1
19FEW11542-211540-6,W243,1
19FEW11542-211540-8,W243,1
19FEW11542-211547-10,W243,1
19FEW11542-211547-12,W243,1
19FEW11542-211547-14,W243,1
19FEW11542-211547-16,W243,1
19FEW11542-211547-18,W243,1
19FEW11542-211547-8,W243,1
19FEW11542-211549-10,W243,1
19FEW11542-211549-12,W243,1
19FEW11542-211549-14,W243,1
19FEW11542-211549-16,W243,1
19FEW11542-211549-18,W243,1
19FEW11542-211549-6,W243,1
19FEW11542-211549-8,W243,1
19FEW11542-211554-10,W243,1
19FEW11542-211554-12,W243,1
19FEW11542-211554-14,W243,1
19FEW11542-211554-16,W243,1
19FEW11542-211554-18,W243,1
19FEW11542-211554-6,W243,1
19FEW11542-211554-8,W243,2
19FEW11542-211555-10,W243,1
19FEW11542-211555-12,W243,1
19FEW11542-211555-14,W243,1
19FEW11542-211555-16,W243,1
19FEW11542-211555-18,W243,1
19FEW11542-211555-6,W243,1
19FEW11542-211555-8,W243,1
19FEW11542-211556-10,W243,1
19FEW11542-211556-12,W243,1
19FEW11542-211556-14,W243,1
19FEW11542-211556-16,W243,1
19FEW11542-211556-18,W243,1
19FEW11542-211556-6,W243,1
19FEW11542-211556-8,W243,1
19FEW11542-211560-10,W243,1
19FEW11542-211560-12,W243,1
19FEW11542-211560-14,W243,1
19FEW11542-211560-16,W243,1
19FEW11542-211560-18,W243,1
19FEW11542-211560-6,W243,1
19FEW11542-211560-8,W243,1
19FEW11542-211563-10,W243,1
19FEW11542-211563-12,W243,1
19FEW11542-211563-14,W243,1
19FEW11542-211563-16,W243,1
19FEW11542-211563-18,W243,1
19FEW11542-211563-6,W243,1
19FEW11542-211563-8,W243,1
19FEW11542-211564-10,W243,1
19FEW11542-211564-12,W243,1
19FEW11542-211564-14,W243,1
19FEW11542-211564-16,W243,1
19FEW11542-211564-18,W243,1
19FEW11542-211564-6,W243,1
19FEW11542-211564-8,W243,1
19FEW11630-110802-10,W243,1
19FEW11630-110802-12,W243,1
19FEW11630-110802-14,W243,1
19FEW11630-110802-16,W243,1
19FEW11630-110802-18,W243,1
19FEW11630-110802-8,W243,1
19FEW11631-310421-10,W243,1
19FEW11631-310421-12,W243,1
19FEW11631-310421-14,W243,1
