Product_Code,WH_Qty,Date,WH
19FEW11542-211276-18,30,11/02/19,WD1
19FEW11542-211276-6,3,11/02/19,WD1
19FEW11542-211276-8,18,11/02/19,WD1
19FEW11542-211277-10,9,11/02/19,WD1
19FEW11542-211277-12,42,11/02/19,WD1
19FEW11542-211277-14,29,11/02/19,WD1
19FEW11542-211277-16,26,11/02/19,WD1
19FEW11542-211277-18,17,11/02/19,WD1
19FEW11542-211277-6,2,11/02/19,WD1
19FEW11542-211277-8,53,11/02/19,WD1
19FEW11542-211278-10,48,11/02/19,WD1
19FEW11542-211278-12,57,11/02/19,WD1
19FEW11542-211278-14,49,11/02/19,WD1
19FEW11542-211278-16,7,11/02/19,WD1
19FEW11542-211278-18,4,11/02/19,WD1
19FEW11542-211278-6,18,11/02/19,WD1
19FEW11542-211278-8,41,11/02/19,WD1
19FEW11542-211279-10,31,11/02/19,WD1
19FEW11542-211279-12,59,11/02/19,WD1
19FEW11542-211279-14,51,11/02/19,WD1
19FEW11542-211279-16,32,11/02/19,WD1
19FEW11542-211279-18,18,11/02/19,WD1
19FEW11542-211279-6,21,11/02/19,WD1
19FEW11542-211279-8,36,11/02/19,WD1
19FEW11542-211282-10,45,11/02/19,WD1
19FEW11542-211282-12,43,11/02/19,WD1
19FEW11542-211282-14,31,11/02/19,WD1
19FEW11542-211282-16,22,11/02/19,WD1
19FEW11542-211282-18,2,11/02/19,WD1
19FEW11542-211282-6,27,11/02/19,WD1
19FEW11542-211282-8,50,11/02/19,WD1
19FEW11542-211283-10,56,11/02/19,WD1
19FEW11542-211283-12,14,11/02/19,WD1
19FEW11542-211283-14,53,11/02/19,WD1
19FEW11542-211283-16,43,11/02/19,WD1
19FEW11542-211283-18,30,11/02/19,WD1
19FEW11542-211283-6,12,11/02/19,WD1
19FEW11542-211283-8,33,11/02/19,WD1
19FEW11542-211284-10,33,11/02/19,WD1
19FEW11542-211284-12,57,11/02/19,WD1
19FEW11542-211284-14,51,11/02/19,WD1
19FEW11542-211284-16,43,11/02/19,WD1
19FEW11542-211284-18,26,11/02/19,WD1
19FEW11542-211284-6,27,11/02/19,WD1
19FEW11542-211284-8,24,11/02/19,WD1
19FEW11542-211520-10,24,11/02/19,WD1
19FEW11542-211520-12,27,11/02/19,WD1
19FEW11542-211520-14,23,11/02/19,WD1
19FEW11542-211520-16,20,11/02/19,WD1
19FEW11542-211520-18,12,11/02/19,WD1
19FEW11542-211520-6,9,11/02/19,WD1
19FEW11542-211520-8,19,11/02/19,WD1
19FEW11542-211521-10,52,11/02/19,WD1
19FEW11542-211521-12,45,11/02/19,WD1
19FEW11542-211521-14,38,11/02/19,WD1
19FEW11542-211521-16,34,11/02/19,WD1
19FEW11542-211521-18,23,11/02/19,WD1
19FEW11542-211521-6,23,11/02/19,WD1
19FEW11542-211521-8,42,11/02/19,WD1
19FEW11542-211525-10,6,11/02/19,WD1
19FEW11542-211525-12,10,11/02/19,WD1
19FEW11542-211525-14,1,11/02/19,WD1
19FEW11542-211525-16,16,11/02/19,WD1
19FEW11542-211525-18,14,11/02/19,WD1
19FEW11542-211525-6,12,11/02/19,WD1
19FEW11542-211525-8,25,11/02/19,WD1
19FEW11542-211527-10,32,11/02/19,WD1
19FEW11542-211527-12,7,11/02/19,WD1
19FEW11542-211527-14,26,11/02/19,WD1
19FEW11542-211527-16,4,11/02/19,WD1
19FEW11542-211527-18,14,11/02/19,WD1
19FEW11542-211527-6,12,11/02/19,WD1
19FEW11542-211527-8,29,11/02/19,WD1
19FEW11542-211531-10,26,11/02/19,WD1
19FEW11542-211531-12,21,11/02/19,WD1
19FEW11542-211531-14,17,11/02/19,WD1
19FEW11542-211531-16,16,11/02/19,WD1
19FEW11542-211531-18,14,11/02/19,WD1
19FEW11542-211531-6,12,11/02/19,WD1
19FEW11542-211531-8,27,11/02/19,WD1
19FEW11542-211536-10,52,11/02/19,WD1
19FEW11542-211536-12,38,11/02/19,WD1
19FEW11542-211536-14,49,11/02/19,WD1
19FEW11542-211536-16,16,11/02/19,WD1
19FEW11542-211536-18,29,11/02/19,WD1
19FEW11542-211536-6,23,11/02/19,WD1
19FEW11542-211536-8,56,11/02/19,WD1
19FEW11542-211538-10,15,11/02/19,WD1
19FEW11542-211538-12,56,11/02/19,WD1
19FEW11542-211538-14,42,11/02/19,WD1
19FEW11542-211538-16,35,11/02/19,WD1
19FEW11542-211538-18,29,11/02/19,WD1
19FEW11542-211538-6,21,11/02/19,WD1
19FEW11542-211538-8,16,11/02/19,WD1
19FEW11542-211539-10,14,11/02/19,WD1
19FEW11542-211539-12,24,11/02/19,WD1
19FEW11542-211539-14,20,11/02/19,WD1
19FEW11542-211539-16,20,11/02/19,WD1
19FEW11542-211539-18,13,11/02/19,WD1
19FEW11542-211539-6,12,11/02/19,WD1
19FEW11542-211539-8,3,11/02/19,WD1
19FEW11542-211540-10,35,11/02/19,WD1
19FEW11542-211540-12,3,11/02/19,WD1
19FEW11542-211540-14,29,11/02/19,WD1
19FEW11542-211540-16,32,11/02/19,WD1
19FEW11542-211540-18,28,11/02/19,WD1
19FEW11542-211540-6,20,11/02/19,WD1
19FEW11542-211540-8,15,11/02/19,WD1
19FEW11542-211543-10,26,11/02/19,WD1
19FEW11542-211543-12,21,11/02/19,WD1
19FEW11542-211543-14,16,11/02/19,WD1
19FEW11542-211543-16,14,11/02/19,WD1
19FEW11542-211543-18,12,11/02/19,WD1
19FEW11542-211543-6,12,11/02/19,WD1
19FEW11542-211543-8,22,11/02/19,WD1
19FEW11542-211547-10,29,11/02/19,WD1
19FEW11542-211547-12,8,11/02/19,WD1
19FEW11542-211547-14,16,11/02/19,WD1
19FEW11542-211547-16,9,11/02/19,WD1
19FEW11542-211547-18,12,11/02/19,WD1
19FEW11542-211547-6,12,11/02/19,WD1
19FEW11542-211547-8,7,11/02/19,WD1
19FEW11542-211549-10,28,11/02/19,WD1
19FEW11542-211549-12,45,11/02/19,WD1
19FEW11542-211549-14,5,11/02/19,WD1
19FEW11542-211549-16,33,11/02/19,WD1
19FEW11542-211549-18,29,11/02/19,WD1
19FEW11542-211549-6,6,11/02/19,WD1
19FEW11542-211549-8,21,11/02/19,WD1
19FEW11542-211552-10,16,11/02/19,WD1
19FEW11542-211552-12,23,11/02/19,WD1
19FEW11542-211552-14,16,11/02/19,WD1
19FEW11542-211552-16,14,11/02/19,WD1
19FEW11542-211552-18,13,11/02/19,WD1
19FEW11542-211552-6,12,11/02/19,WD1
19FEW11542-211552-8,24,11/02/19,WD1
19FEW11542-211554-10,24,11/02/19,WD1
19FEW11542-211554-12,37,11/02/19,WD1
19FEW11542-211554-14,30,11/02/19,WD1
19FEW11542-211554-16,18,11/02/19,WD1
19FEW11542-211554-18,20,11/02/19,WD1
19FEW11542-211554-6,12,11/02/19,WD1
19FEW11542-211554-8,2,11/02/19,WD1
19FEW11542-211555-10,28,11/02/19,WD1
19FEW11542-211555-12,2,11/02/19,WD1
19FEW11542-211555-14,40,11/02/19,WD1
19FEW11542-211555-16,30,11/02/19,WD1
19FEW11542-211555-18,14,11/02/19,WD1
19FEW11542-211555-6,19,11/02/19,WD1
19FEW11542-211555-8,47,11/02/19,WD1
19FEW11542-211556-10,34,11/02/19,WD1
19FEW11542-211556-12,8,11/02/19,WD1
19FEW11542-211556-14,46,11/02/19,WD1
19FEW11542-211556-16,21,11/02/19,WD1
19FEW11542-211556-18,28,11/02/19,WD1
19FEW11542-211556-6,21,11/02/19,WD1
19FEW11542-211556-8,58,11/02/19,WD1
19FEW11542-211559-10,33,11/02/19,WD1
19FEW11542-211559-12,8,11/02/19,WD1
19FEW11542-211559-14,21,11/02/19,WD1
19FEW11542-211559-16,18,11/02/19,WD1
19FEW11542-211559-18,16,11/02/19,WD1
19FEW11542-211559-6,8,11/02/19,WD1
19FEW11542-211559-8,27,11/02/19,WD1
19FEW11542-211560-10,21,11/02/19,WD1
19FEW11542-211560-12,35,11/02/19,WD1
19FEW11542-211560-14,37,11/02/19,WD1
19FEW11542-211560-16,8,11/02/19,WD1
19FEW11542-211560-18,21,11/02/19,WD1
19FEW11542-211560-6,19,11/02/19,WD1
19FEW11542-211560-8,6,11/02/19,WD1
19FEW11542-211561-10,32,11/02/19,WD1
19FEW11542-211561-12,16,11/02/19,WD1
19FEW11542-211561-14,22,11/02/19,WD1
19FEW11542-211561-16,18,11/02/19,WD1
19FEW11542-211561-18,15,11/02/19,WD1
19FEW11542-211561-6,14,11/02/19,WD1
19FEW11542-211561-8,25,11/02/19,WD1
19FEW11542-211563-10,30,11/02/19,WD1
19FEW11542-211563-12,25,11/02/19,WD1
19FEW11542-211563-14,20,11/02/19,WD1
19FEW11542-211563-16,19,11/02/19,WD1
19FEW11542-211563-18,14,11/02/19,WD1
19FEW11542-211563-6,11,11/02/19,WD1
19FEW11542-211563-8,25,11/02/19,WD1
19FEW11542-211564-10,14,11/02/19,WD1
19FEW11542-211564-12,31,11/02/19,WD1
19FEW11542-211564-14,18,11/02/19,WD1
19FEW11542-211564-16,22,11/02/19,WD1
19FEW11542-211564-18,23,11/02/19,WD1
19FEW11542-211564-6,8,11/02/19,WD1
19FEW11542-211564-8,46,11/02/19,WD1
19FEW11630-110802-10,25,11/02/19,WD1
19FEW11630-110802-12,27,11/02/19,WD1
19FEW11630-110802-14,25,11/02/19,WD1
19FEW11630-110802-16,21,11/02/19,WD1
19FEW11630-110802-18,15,11/02/19,WD1
19FEW11630-110802-6,12,11/02/19,WD1
19FEW11630-110802-8,8,11/02/19,WD1
19FEW11631-310421-10,12,11/02/19,WD1
19FEW11631-310421-12,49,11/02/19,WD1
19FEW11631-310421-14,34,11/02/19,WD1
19FEW11631-310421-16,43,11/02/19,WD1
19FEW11631-310421-18,14,11/02/19,WD1
19FEW11631-310421-6,10,11/02/19,WD1
19FEW11631-310421-8,22,11/02/19,WD1
19FEW11632-111450-10,31,11/02/19,WD1
19FEW11632-111450-12,31,11/02/19,WD1
19FEW11632-111450-14,25,11/02/19,WD1
19FEW11632-111450-16,19,11/02/19,WD1
19FEW11632-111450-18,12,11/02/19,WD1
19FEW11632-111450-6,13,11/02/19,WD1
19FEW11632-111450-8,21,11/02/19,WD1
19FEW11633-210716-10,26,11/02/19,WD1
19FEW11633-210716-12,21,11/02/19,WD1
19FEW11633-210716-14,6,11/02/19,WD1
19FEW11633-210716-16,14,11/02/19,WD1
19FEW11633-210716-18,12,11/02/19,WD1
19FEW11633-210716-6,12,11/02/19,WD1
19FEW11633-210716-8,11,11/02/19,WD1
19FEW11634-110810-10,11,11/02/19,WD1
19FEW11634-110810-12,21,11/02/19,WD1
19FEW11634-110810-14,15,11/02/19,WD1
19FEW11634-110810-16,14,11/02/19,WD1
19FEW11634-110810-18,4,11/02/19,WD1
19FEW11634-110810-6,12,11/02/19,WD1
19FEW11634-110810-8,22,11/02/19,WD1
19FEW11635-110811-10,59,11/02/19,WD1
19FEW11635-110811-12,49,11/02/19,WD1
19FEW11635-110811-14,16,11/02/19,WD1
19FEW11635-110811-16,30,11/02/19,WD1
19FEW11635-110811-18,25,11/02/19,WD1
19FEW11635-110811-6,7,11/02/19,WD1
19FEW11635-110811-8,34,11/02/19,WD1
19FEW11636-110816-10,4,11/02/19,WD1
19FEW11636-110816-12,8,11/02/19,WD1
19FEW11636-110816-14,36,11/02/19,WD1
19FEW11636-110816-16,30,11/02/19,WD1
19FEW11636-110816-18,19,11/02/19,WD1
19FEW11636-110816-6,19,11/02/19,WD1
19FEW11636-110816-8,31,11/02/19,WD1
19FEW11638-110805-10,26,11/02/19,WD1
19FEW11638-110805-12,21,11/02/19,WD1
19FEW11638-110805-14,15,11/02/19,WD1
19FEW11638-110805-16,14,11/02/19,WD1
19FEW11638-110805-18,12,11/02/19,WD1
19FEW11638-110805-6,12,11/02/19,WD1
19FEW11638-110805-8,6,11/02/19,WD1
19FEW11639-310427-10,43,11/02/19,WD1
19FEW11639-310427-12,15,11/02/19,WD1
19FEW11639-310427-14,35,11/02/19,WD1
19FEW11639-310427-16,10,11/02/19,WD1
19FEW11639-310427-18,18,11/02/19,WD1
19FEW11639-310427-6,19,11/02/19,WD1
19FEW11639-310427-8,29,11/02/19,WD1
19FEW11640-111055-10,26,11/02/19,WD1
19FEW11640-111055-12,7,11/02/19,WD1
19FEW11640-111055-14,15,11/02/19,WD1
19FEW11640-111055-16,14,11/02/19,WD1
19FEW11640-111055-18,12,11/02/19,WD1
19FEW11640-111055-6,12,11/02/19,WD1
19FEW11640-111055-8,9,11/02/19,WD1
19FEW11641-110814-10,32,11/02/19,WD1
19FEW11641-110814-12,10,11/02/19,WD1
19FEW11641-110814-14,31,11/02/19,WD1
19FEW11641-110814-16,12,11/02/19,WD1
19FEW11641-110814-18,26,11/02/19,WD1
19FEW11641-110814-6,13,11/02/19,WD1
19FEW11641-110814-8,54,11/02/19,WD1
19FEW11642-310491-10,26,11/02/19,WD1
19FEW11642-310491-12,18,11/02/19,WD1
19FEW11642-310491-14,15,11/02/19,WD1
19FEW11642-310491-16,14,11/02/19,WD1
19FEW11642-310491-18,9,11/02/19,WD1
19FEW11642-310491-6,12,11/02/19,WD1
19FEW11642-310491-8,17,11/02/19,WD1
19FEW11644-310431-10,8,11/02/19,WD1
19FEW11644-310431-12,44,11/02/19,WD1
19FEW11644-310431-14,35,11/02/19,WD1
19FEW11644-310431-16,15,11/02/19,WD1
19FEW11644-310431-18,18,11/02/19,WD1
19FEW11644-310431-6,14,11/02/19,WD1
19FEW11644-310431-8,5,11/02/19,WD1
19FEW11645-110807-10,55,11/02/19,WD1
19FEW11645-110807-12,59,11/02/19,WD1
19FEW11645-110807-14,14,11/02/19,WD1
19FEW11645-110807-16,43,11/02/19,WD1
19FEW11645-110807-18,27,11/02/19,WD1
19FEW11645-110807-6,27,11/02/19,WD1
19FEW11645-110807-8,17,11/02/19,WD1
19FEW11646-110820-10,58,11/02/19,WD1
19FEW11646-110820-12,48,11/02/19,WD1
19FEW11646-110820-14,44,11/02/19,WD1
19FEW11646-110820-16,3,11/02/19,WD1
19FEW11646-110820-18,6,11/02/19,WD1
19FEW11646-110820-6,20,11/02/19,WD1
19FEW11646-110820-8,32,11/02/19,WD1
19FEW11648-110809-10,26,11/02/19,WD1
19FEW11648-110809-12,9,11/02/19,WD1
19FEW11648-110809-14,15,11/02/19,WD1
19FEW11648-110809-16,14,11/02/19,WD1
19FEW11648-110809-18,12,11/02/19,WD1
19FEW11648-110809-6,12,11/02/19,WD1
19FEW11648-110809-8,3,11/02/19,WD1
19FEW11649-110817-10,26,11/02/19,WD1
19FEW11649-110817-12,21,11/02/19,WD1
19FEW11649-110817-14,15,11/02/19,WD1
19FEW11649-110817-16,14,11/02/19,WD1
19FEW11649-110817-18,7,11/02/19,WD1
19FEW11649-110817-6,12,11/02/19,WD1
19FEW11649-110817-8,22,11/02/19,WD1
19FEW11651-211384-10,26,11/02/19,WD1
19FEW11651-211384-12,21,11/02/19,WD1
19FEW11651-211384-14,15,11/02/19,WD1
19FEW11651-211384-16,14,11/02/19,WD1
19FEW11651-211384-18,5,11/02/19,WD1
19FEW11651-211384-6,12,11/02/19,WD1
19FEW11651-211384-8,22,11/02/19,WD1
19FEW11655-310492-10,26,11/02/19,WD1
19FEW11655-310492-12,21,11/02/19,WD1
19FEW11655-310492-14,15,11/02/19,WD1
19FEW11655-310492-16,14,11/02/19,WD1
19FEW11655-310492-18,12,11/02/19,WD1
19FEW11655-310492-6,12,11/02/19,WD1
19FEW11655-310492-8,22,11/02/19,WD1
19FEW11656-210723-10,33,11/02/19,WD1
19FEW11656-210723-12,22,11/02/19,WD1
19FEW11656-210723-14,22,11/02/19,WD1
19FEW11656-210723-16,16,11/02/19,WD1
19FEW11656-210723-18,14,11/02/19,WD1
19FEW11656-210723-6,10,11/02/19,WD1
19FEW11656-210723-8,24,11/02/19,WD1
19FEW11657B-210723-10,11,11/02/19,WD1
19FEW11657B-210723-12,21,11/02/19,WD1
19FEW11657B-210723-14,2,11/02/19,WD1
19FEW11657B-210723-16,14,11/02/19,WD1
19FEW11657B-210723-18,12,11/02/19,WD1
19FEW11657B-210723-6,12,11/02/19,WD1
19FEW11657B-210723-8,3,11/02/19,WD1
19FEW11658-310493-10,23,11/02/19,WD1
19FEW11658-310493-12,10,11/02/19,WD1
19FEW11658-310493-14,30,11/02/19,WD1
19FEW11658-310493-16,25,11/02/19,WD1
19FEW11658-310493-18,15,11/02/19,WD1
19FEW11658-310493-6,16,11/02/19,WD1
19FEW11658-310493-8,31,11/02/19,WD1
19FEW11660-310430-10,29,11/02/19,WD1
19FEW11660-310430-12,19,11/02/19,WD1
19FEW11660-310430-14,18,11/02/19,WD1
19FEW11660-310430-16,16,11/02/19,WD1
19FEW11660-310430-18,13,11/02/19,WD1
19FEW11660-310430-6,13,11/02/19,WD1
19FEW11660-310430-8,19,11/02/19,WD1
19FEW11660B-310430-10,20,11/02/19,WD1
19FEW11660B-310430-12,26,11/02/19,WD1
19FEW11660B-310430-14,9,11/02/19,WD1
19FEW11660B-310430-16,14,11/02/19,WD1
19FEW11660B-310430-18,27,11/02/19,WD1
19FEW11660B-310430-6,19,11/02/19,WD1
19FEW11660B-310430-8,43,11/02/19,WD1
19FEW11662-110812-10,3,11/02/19,WD1
19FEW11662-110812-12,44,11/02/19,WD1
19FEW11662-110812-14,2,11/02/19,WD1
19FEW11662-110812-16,28,11/02/19,WD1
19FEW11662-110812-18,18,11/02/19,WD1
19FEW11662-110812-6,19,11/02/19,WD1
19FEW11662-110812-8,41,11/02/19,WD1
19FEW11663-310435-10,21,11/02/19,WD1
19FEW11663-310435-12,49,11/02/19,WD1
19FEW11663-310435-14,45,11/02/19,WD1
19FEW11663-310435-16,25,11/02/19,WD1
19FEW11663-310435-18,19,11/02/19,WD1
19FEW11663-310435-6,20,11/02/19,WD1
19FEW11663-310435-8,1,11/02/19,WD1
19FEW11664-310433-10,11,11/02/19,WD1
19FEW11664-310433-12,38,11/02/19,WD1
19FEW11664-310433-14,9,11/02/19,WD1
19FEW11664-310433-16,12,11/02/19,WD1
19FEW11664-310433-18,4,11/02/19,WD1
19FEW11664-310433-6,19,11/02/19,WD1
19FEW11664-310433-8,6,11/02/19,WD1
19FEW11665-110843-10,7,11/02/19,WD1
19FEW11665-110843-12,21,11/02/19,WD1
19FEW11665-110843-14,12,11/02/19,WD1
19FEW11665-110843-16,13,11/02/19,WD1
19FEW11665-110843-18,10,11/02/19,WD1
19FEW11665-110843-6,12,11/02/19,WD1
19FEW11665-110843-8,22,11/02/19,WD1
19FEW11666-110848-10,27,11/02/19,WD1
19FEW11666-110848-12,5,11/02/19,WD1
19FEW11666-110848-14,18,11/02/19,WD1
19FEW11666-110848-16,14,11/02/19,WD1
19FEW11666-110848-18,14,11/02/19,WD1
19FEW11666-110848-6,12,11/02/19,WD1
19FEW11666-110848-8,4,11/02/19,WD1
19FEW11666B-110848-10,45,11/02/19,WD1
19FEW11666B-110848-12,1,11/02/19,WD1
19FEW11666B-110848-14,24,11/02/19,WD1
19FEW11666B-110848-16,38,11/02/19,WD1
19FEW11666B-110848-18,30,11/02/19,WD1
19FEW11666B-110848-6,10,11/02/19,WD1
19FEW11666B-110848-8,24,11/02/19,WD1
19FEW11668-110855-10,32,11/02/19,WD1
19FEW11668-110855-12,49,11/02/19,WD1
19FEW11668-110855-14,41,11/02/19,WD1
19FEW11668-110855-16,13,11/02/19,WD1
19FEW11668-110855-18,25,11/02/19,WD1
19FEW11668-110855-6,27,11/02/19,WD1
19FEW11668-110855-8,49,11/02/19,WD1
19FEW11670-110841-10,26,11/02/19,WD1
19FEW11670-110841-12,21,11/02/19,WD1
19FEW11670-110841-14,11,11/02/19,WD1
19FEW11670-110841-16,14,11/02/19,WD1
19FEW11670-110841-18,12,11/02/19,WD1
19FEW11670-110841-6,12,11/02/19,WD1
19FEW11670-110841-8,13,11/02/19,WD1
19FEW11672-111414-10,28,11/02/19,WD1
19FEW11672-111414-12,1,11/02/19,WD1
19FEW11672-111414-14,16,11/02/19,WD1
19FEW11672-111414-16,45,11/02/19,WD1
19FEW11672-111414-18,19,11/02/19,WD1
19FEW11672-111414-6,30,11/02/19,WD1
19FEW11672-111414-8,4,11/02/19,WD1
19FEW11673-110835-10,44,11/02/19,WD1
19FEW11673-110835-12,11,11/02/19,WD1
19FEW11673-110835-14,2,11/02/19,WD1
19FEW11673-110835-16,6,11/02/19,WD1
19FEW11673-110835-18,9,11/02/19,WD1
19FEW11673-110835-6,20,11/02/19,WD1
19FEW11673-110835-8,36,11/02/19,WD1
19FEW11674-110851-10,32,11/02/19,WD1
19FEW11674-110851-12,28,11/02/19,WD1
19FEW11674-110851-14,14,11/02/19,WD1
19FEW11674-110851-16,30,11/02/19,WD1
19FEW11674-110851-18,26,11/02/19,WD1
19FEW11674-110851-6,20,11/02/19,WD1
19FEW11674-110851-8,29,11/02/19,WD1
19FEW11674-111530-10,9,11/02/19,WD1
19FEW11674-111530-12,21,11/02/19,WD1
19FEW11674-111530-14,8,11/02/19,WD1
19FEW11674-111530-16,28,11/02/19,WD1
19FEW11674-111530-18,19,11/02/19,WD1
19FEW11674-111530-6,21,11/02/19,WD1
19FEW11674-111530-8,24,11/02/19,WD1
19FEW11675-110868-10,60,11/02/19,WD1
19FEW11675-110868-12,54,11/02/19,WD1
19FEW11675-110868-14,36,11/02/19,WD1
19FEW11675-110868-16,9,11/02/19,WD1
19FEW11675-110868-18,3,11/02/19,WD1
19FEW11675-110868-6,3,11/02/19,WD1
19FEW11675-110868-8,58,11/02/19,WD1
19FEW11676-110854-10,43,11/02/19,WD1
19FEW11676-110854-12,54,11/02/19,WD1
19FEW11676-110854-14,55,11/02/19,WD1
19FEW11676-110854-16,14,11/02/19,WD1
19FEW11676-110854-18,20,11/02/19,WD1
19FEW11676-110854-6,25,11/02/19,WD1
19FEW11676-110854-8,45,11/02/19,WD1
19FEW11677-110881-10,11,11/02/19,WD1
19FEW11677-110881-12,56,11/02/19,WD1
19FEW11677-110881-14,28,11/02/19,WD1
19FEW11677-110881-16,2,11/02/19,WD1
19FEW11677-110881-18,30,11/02/19,WD1
19FEW11677-110881-6,9,11/02/19,WD1
19FEW11677-110881-8,36,11/02/19,WD1
19FEW11678-110854-10,17,11/02/19,WD1
19FEW11678-110854-12,13,11/02/19,WD1
19FEW11678-110854-14,15,11/02/19,WD1
19FEW11678-110854-16,14,11/02/19,WD1
19FEW11678-110854-18,12,11/02/19,WD1
19FEW11678-110854-6,12,11/02/19,WD1
19FEW11678-110854-8,22,11/02/19,WD1
19FEW11679-110856-10,57,11/02/19,WD1
19FEW11679-110856-12,50,11/02/19,WD1
19FEW11679-110856-14,8,11/02/19,WD1
19FEW11679-110856-16,29,11/02/19,WD1
19FEW11679-110856-18,28,11/02/19,WD1
19FEW11679-110856-6,2,11/02/19,WD1
19FEW11679-110856-8,38,11/02/19,WD1
19FEW11680-111455-10,12,11/02/19,WD1
19FEW11680-111455-12,3,11/02/19,WD1
19FEW11680-111455-14,20,11/02/19,WD1
19FEW11680-111455-16,1,11/02/19,WD1
19FEW11680-111455-18,14,11/02/19,WD1
19FEW11680-111455-6,13,11/02/19,WD1
19FEW11680-111455-8,29,11/02/19,WD1
19FEW11682-110865-10,26,11/02/19,WD1
19FEW11682-110865-12,21,11/02/19,WD1
19FEW11682-110865-14,2,11/02/19,WD1
19FEW11682-110865-16,14,11/02/19,WD1
19FEW11682-110865-18,12,11/02/19,WD1
19FEW11682-110865-6,1,11/02/19,WD1
